iter	MultiClass
215	0.2944192913
216	0.2932839391
217	0.292493631
218	0.2914627877
219	0.2902404352
220	0.2892663682
221	0.2885713271
222	0.2874831892
223	0.2867877665
224	0.2853717329
225	0.2847232829
226	0.2839992702
227	0.2825513328
228	0.2815615292
229	0.2802906344
230	0.2794850829
231	0.2785011496
232	0.2771925595
233	0.2766927982
234	0.2759276149
235	0.2750142742
236	0.273621895
237	0.2722343657
238	0.2710565189
239	0.2700272196
240	0.2688953008
241	0.2680708224
242	0.2667997726
243	0.2665188175
244	0.2660483342
245	0.2655355862
246	0.2652852052
247	0.2641832421
248	0.2636997181
249	0.2626094543
250	0.2621582495
251	0.2609458983
252	0.2598508264
253	0.2587690249
254	0.2578620319
255	0.2570090781
256	0.2556908179
257	0.2547516491
258	0.2542445332
259	0.2538018231
260	0.252587546
261	0.2518607882
262	0.2508292245
263	0.250007455
264	0.2487975606
265	0.2480451793
266	0.2469082478
267	0.2463239579
268	0.2453066305
269	0.2442060847
270	0.2430860126
271	0.2423954537
272	0.2418521405
273	0.2407843766
274	0.2399992281
275	0.2394727538
276	0.2385243322
277	0.2380680123
278	0.2368139826
279	0.2356583517
280	0.2349511649
281	0.2341596023
282	0.2330238626
283	0.2322304333
284	0.2315534893
285	0.2310971859
286	0.2303045309
287	0.2293563302
288	0.2287027067
289	0.2277970038
290	0.2273108118
291	0.2264399104
292	0.2259265855
293	0.2249994186
294	0.2240891342
295	0.2232612239
296	0.2226715767
297	0.2216552115
298	0.2210865283
299	0.2204981911
300	0.2197790021
301	0.2189199435
302	0.2183450938
303	0.2176882836
304	0.2171386451
305	0.2164326816
306	0.2159756152
307	0.21536192
308	0.2144462715
309	0.2140884057
310	0.2132359991
311	0.2123354615
312	0.2117079048
313	0.2113074079
314	0.2105620429
315	0.2101877517
316	0.2094540607
317	0.208871016
318	0.2082193731
319	0.2076108454
320	0.2070149875
321	0.2063726674
322	0.2056759328
323	0.2051556234
324	0.2045448099
325	0.2037610542
326	0.2034942937
327	0.2030025273
328	0.202455124
329	0.201839968
330	0.2009196073
331	0.2000501109
332	0.1990649207
333	0.1983168335
334	0.1978112857
335	0.1974161312
336	0.1969152063
337	0.1963433323
338	0.1956410975
339	0.1951574899
340	0.1944063162
341	0.1936941111
342	0.1931883009
343	0.19239922
344	0.19170396
345	0.1915188049
346	0.190992269
347	0.1903332701
348	0.1898705797
349	0.1893644704
350	0.1891829017
351	0.1885947927
352	0.187659187
353	0.186868769
354	0.1863619938
355	0.1857422061
356	0.1854248724
357	0.1849688006
358	0.1842349512
359	0.1840142397
360	0.183613857
361	0.1830835943
362	0.1826185111
363	0.1820142004
364	0.1811063962
365	0.1807948001
366	0.1803450557
367	0.1795481177
368	0.1791984537
369	0.1786768433
370	0.1782646016
371	0.1778816963
372	0.1773039224
373	0.1766461926
374	0.176402381
375	0.1759723769
376	0.1754359643
377	0.1748468818
378	0.1742679596
379	0.1737551092
380	0.1732246127
381	0.1727761191
382	0.1724815206
383	0.1719241336
384	0.1716538588
385	0.1711451736
386	0.170650531
387	0.1702843415
388	0.16982003
389	0.1693165325
390	0.1685889225
391	0.1680567423
392	0.1674156296
393	0.167093348
394	0.1666831017
395	0.1664350853
396	0.1659521542
397	0.1654878205
398	0.1650314967
399	0.1648524911
400	0.1642275421
401	0.1636260994
402	0.1630782454
403	0.1628470784
404	0.1624745892
405	0.1618410176
406	0.1615185215
407	0.1613145934
408	0.1606641887
409	0.1602931173
410	0.1599955704
411	0.1596700574
412	0.1593444535
413	0.159005718
414	0.1584961952
415	0.1581038876
416	0.1575995002
417	0.1573196511
418	0.1569678843
419	0.1565899379
420	0.1561750063
421	0.1557334788
422	0.1550625789
423	0.1548052147
424	0.1544913474
425	0.1542670678
426	0.1536760911
427	0.1532947074
428	0.1530795444
429	0.1528523812
430	0.1524436319
431	0.1519900631
432	0.1515890998
433	0.1513043218
434	0.1508762594
435	0.1506679917
436	0.1504376498
437	0.1501013852
438	0.1495282725
439	0.1492528623
440	0.1488697022
441	0.1484643456
442	0.1480579425
443	0.1477980313
444	0.1473032877
445	0.1468145933
446	0.1464189037
447	0.1460463218
448	0.1456586398
449	0.1452960499
450	0.144902243
451	0.1445789715
452	0.1441146544
453	0.143857547
454	0.1435674391
455	0.1429950296
456	0.1426229878
457	0.1423236681
458	0.1419026207
459	0.1414698723
460	0.1410592801
461	0.1407779639
462	0.140442547
463	0.1401781117
464	0.1398725068
465	0.1394506561
466	0.1390662717
467	0.138761424
468	0.1383309859
469	0.1380265767
470	0.1374513968
471	0.1372691294
472	0.1369659302
473	0.1368671931
474	0.1364422715
475	0.1359710164
476	0.1356791322
477	0.1352774824
478	0.1351701926
479	0.1348926823
480	0.1346898937
481	0.1344079945
482	0.1340679484
483	0.13373777
484	0.1334833269
485	0.1331105813
486	0.1326335777
487	0.1322990675
488	0.1318289355
489	0.1313053563
490	0.1310448901
491	0.1307048421
492	0.130339868
493	0.1299886723
494	0.1296426455
495	0.1293713417
496	0.1291536646
497	0.1289477889
498	0.1287296301
499	0.1283063923
500	0.1280339739
501	0.1277612001
502	0.1275357442
503	0.1270802782
504	0.126630501
505	0.1260479079
506	0.1256662096
507	0.1252505105
508	0.1249120301
509	0.1247141045
510	0.1243895914
511	0.1240749746
512	0.1238968867
513	0.1236115358
514	0.1234276032
515	0.1230895025
516	0.1229374951
517	0.1225675405
518	0.1224387125
519	0.1219791843
520	0.1217998353
521	0.1215599019
522	0.1211789658
523	0.1210706562
524	0.1209046305
525	0.1205443594
526	0.1204467809
527	0.1201170018
528	0.1198263581
529	0.1196654314
530	0.1193850961
531	0.1192647674
532	0.1190737588
533	0.1186665949
534	0.1184148495
535	0.1180298491
536	0.1177871765
537	0.1175063687
538	0.1172033301
539	0.1170629063
540	0.1169365149
541	0.116738005
542	0.116374265
543	0.1162007607
544	0.115891598
545	0.1156112311
546	0.1153596935
547	0.115014431
548	0.1148567776
549	0.1146310381
550	0.1142135791
551	0.1138318777
552	0.1136212202
553	0.1134726136
554	0.1133181748
555	0.1131894003
556	0.1128232983
557	0.1126658048
558	0.1123334607
559	0.1120780916
560	0.1118157545
561	0.1116541221
562	0.1115213708
563	0.111204362
564	0.1109972824
565	0.1107744352
566	0.1105661087
567	0.1104053735
568	0.1101978996
569	0.1098333081
570	0.109523555
571	0.1093226112
572	0.1090804294
573	0.1089544718
574	0.1086853089
575	0.1084867134
576	0.1083874365
577	0.1082841353
578	0.1081258729
579	0.1079565441
580	0.1076940113
581	0.1074861676
582	0.1071244007
583	0.1069191001
584	0.106750036
585	0.1065855537
586	0.1062734459
587	0.1059938125
588	0.1056067817
589	0.1054169506
590	0.105229064
591	0.1048350104
592	0.1046116671
593	0.1044258933
594	0.1040750475
595	0.1038754252
596	0.1036157871
597	0.1034711643
598	0.1032182584
599	0.1028794089
600	0.1026087673
601	0.1024312391
602	0.1022806048
603	0.1020503065
604	0.101726559
605	0.1016597968
606	0.1013923999
607	0.1012491043
608	0.1011433706
609	0.1009714319
610	0.1007507139
611	0.1006048581
612	0.1004893372
613	0.1001656791
614	0.09995142764
615	0.09987309596
616	0.09957236556
617	0.0993902271
618	0.09919981354
619	0.09899146623
620	0.09879964106
621	0.09844850525
622	0.09822800671
623	0.09799664463
624	0.0977552562
625	0.09755725933
626	0.09727865756
627	0.09710268835
628	0.09694522761
629	0.09681887568
630	0.09656493326
631	0.09629318003
632	0.09614929213
633	0.09591489428
634	0.09570323258
635	0.09555573063
636	0.09541381911
637	0.09516910211
638	0.0949453545
639	0.09478275135
640	0.09471758885
641	0.09453278827
642	0.09434645487
643	0.0942592628
644	0.09397796894
645	0.09371377556
646	0.09349407207
647	0.09338423136
648	0.09320043255
649	0.09291170673
650	0.09269736356
651	0.09255071271
652	0.0924282454
653	0.09226263395
654	0.09199915683
655	0.09189892612
656	0.09174944859
657	0.09163715622
658	0.09151678423
659	0.09136509987
660	0.09124268352
661	0.09110587159
662	0.0908237199
663	0.09063557524
664	0.09045321321
665	0.09027008463
666	0.09008722563
667	0.08980940159
668	0.08968092102
669	0.08953991106
670	0.0893929639
671	0.08923527257
672	0.08902961792
673	0.0888126023
674	0.08870170621
675	0.08855129795
676	0.08837121045
677	0.08816266834
678	0.08799496673
679	0.08788338377
680	0.08775043529
681	0.08758876808
682	0.08744929845
683	0.08733423211
684	0.08707213084
685	0.08690249243
686	0.08673019807
687	0.08657912974
688	0.08649219985
689	0.08622116295
690	0.08614460019
691	0.08604015089
692	0.08591791862
693	0.08572687846
694	0.08554429402
695	0.08549099996
696	0.08535910279
697	0.08526256515
698	0.08517929929
699	0.08501640212
700	0.08490098869
701	0.0847619083
702	0.0846210959
703	0.08448433279
704	0.08442940122
705	0.08426892879
706	0.08413659479
707	0.08390392488
708	0.08384312608
709	0.08374743529
710	0.0836411558
711	0.08348801683
712	0.08336908059
713	0.0832515447
714	0.08304917082
715	0.08293432597
716	0.08282198578
717	0.08266811653
718	0.08255815369
719	0.08247692462
720	0.08231307973
721	0.08220376033
722	0.08204332967
723	0.08191626486
724	0.08171936521
725	0.08162413944
726	0.08146777935
727	0.08135398122
728	0.08117300934
729	0.08104819934
730	0.08081162174
731	0.0806872198
732	0.08050145023
733	0.08038934148
734	0.08021309248
735	0.08010685466
736	0.07995974007
737	0.07988731887
738	0.07970486225
739	0.07955613933
740	0.07943412285
741	0.07931259338
742	0.07926819119
743	0.07919966722
744	0.07892931261
745	0.07871705014
746	0.07863196201
747	0.07853936895
748	0.07837750434
749	0.07830478315
750	0.07818105455
751	0.07811276061
752	0.07800485221
753	0.07780029805
754	0.0776441674
755	0.07748973716
756	0.07737455902
757	0.07717981449
758	0.07698777826
759	0.07678070246
760	0.07666276328
761	0.07656868951
762	0.07644599801
763	0.076328533
764	0.07618340528
765	0.07602642542
766	0.07597775865
767	0.07584717784
768	0.0756646848
769	0.07552382541
770	0.07537195724
771	0.07529953681
772	0.07518777478
773	0.07495510963
774	0.07488686003
775	0.07481486901
776	0.07465797439
777	0.07448241288
778	0.07432541875
779	0.07408867421
780	0.07379975297
781	0.07364405034
782	0.07341241269
783	0.07328596735
784	0.07316838447
785	0.07301962604
786	0.07295838008
787	0.07286295171
788	0.07269846676
789	0.07263455906
790	0.07249907732
791	0.07241655394
792	0.07224676114
793	0.07212591114
794	0.07209039287
795	0.07204093301
796	0.07188960418
797	0.07172016714
798	0.07160357979
799	0.07147118196
800	0.0713817519
801	0.07125439799
802	0.07113049194
803	0.07100454103
804	0.07085321368
805	0.07070254482
806	0.0705860012
807	0.070501732
808	0.07036390599
809	0.07019874831
810	0.0700966754
811	0.06998193903
812	0.0698358412
813	0.06974094202
814	0.06957781708
815	0.06945275496
816	0.06936540645
817	0.06926360066
818	0.06916735686
819	0.06906875816
820	0.06896313822
821	0.06888425479
822	0.06872914951
823	0.06861091335
824	0.06852991691
825	0.06836684242
826	0.06826878596
827	0.0681575637
828	0.06805088779
829	0.06797122937
830	0.06789628819
831	0.06774704341
832	0.06760678201
833	0.06748017995
834	0.06736857902
835	0.06725866675
836	0.06719311709
837	0.06712758702
838	0.06699705301
839	0.06692004435
840	0.06676333946
841	0.06665768002
842	0.06658267686
843	0.06646810041
844	0.06636742709
845	0.06630822604
846	0.06625156466
847	0.06611017506
848	0.06601038338
849	0.06596562645
850	0.06590469657
851	0.06581468097
852	0.0657038569
853	0.06561657658
854	0.06549445228
855	0.06543964016
856	0.06536407688
857	0.06523399257
858	0.06514208948
859	0.06500911091
860	0.06490664671
861	0.06476810971
862	0.06473110788
863	0.06461242305
864	0.06456461009
865	0.06446826793
866	0.06436937633
867	0.06430829227
868	0.06417018285
869	0.06404285334
870	0.06396964266
871	0.06381275939
872	0.06365720083
873	0.06359289996
874	0.06350824092
875	0.06341624191
876	0.06334009153
877	0.0632330234
878	0.06318576975
879	0.0630942556
880	0.06299070668
881	0.0629153122
882	0.06277941587
883	0.06270127945
884	0.06259844009
885	0.06254264791
886	0.06240811267
887	0.06231431428
888	0.06227181906
889	0.06219177902
890	0.06209543791
891	0.06194162322
892	0.06184059263
893	0.06172691591
894	0.06163988144
895	0.06154107522
896	0.06145151078
897	0.0613301133
898	0.06121283627
899	0.06106996192
900	0.06095572511
901	0.06089694641
902	0.06078442471
903	0.06074378926
904	0.06069102467
905	0.06060347507
906	0.06050671467
907	0.06042884565
908	0.06035387171
909	0.06024599873
910	0.06018942801
911	0.06013833215
912	0.06006056955
913	0.06001986658
914	0.05986455273
915	0.0598213564
916	0.05971340313
917	0.05961682163
918	0.05953690066
919	0.0594679809
920	0.05941507995
921	0.05934697307
922	0.05930810573
923	0.05919068938
924	0.05913726192
925	0.05906291888
926	0.05896357889
927	0.05891198118
928	0.05881058773
929	0.05872739738
930	0.05864406363
931	0.05854164618
932	0.05845593001
933	0.05834386573
934	0.05828165777
935	0.05820174426
936	0.05811237318
937	0.05797537378
938	0.05786945843
939	0.05784370951
940	0.05775629662
941	0.05771240806
942	0.0576310437
943	0.05755277669
944	0.05744020941
945	0.05735931676
946	0.05730331867
947	0.05717960948
948	0.0571322212
949	0.05708472662
950	0.05706128597
951	0.05698425178
952	0.05688002406
953	0.05683896324
954	0.05676649576
955	0.05670911553
956	0.0566427241
957	0.05654358453
958	0.05646033877
959	0.05641797526
960	0.05636155388
961	0.05628825234
962	0.05620909213
963	0.0561345962
964	0.05607762739
965	0.05600054376
966	0.05596327132
967	0.05590728549
968	0.05580615301
969	0.05573378365
970	0.05569017106
971	0.05562295376
972	0.05555782978
973	0.05548915653
974	0.0554081252
975	0.05533865348
976	0.05522554765
977	0.0551525651
978	0.0550766268
979	0.05498973859
980	0.05491819127
981	0.05482052664
982	0.05476030203
983	0.05465951133
984	0.05458495566
985	0.05449489616
986	0.05439095958
987	0.05433209575
988	0.05425762343
989	0.05420268956
990	0.05415820241
991	0.05410017303
992	0.0540411802
993	0.05396228334
994	0.05389222149
995	0.05380554464
996	0.05371222464
997	0.05366985862
998	0.05359599727
999	0.05352288699
