,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Test ROC AUC
AST_1_vs_4,0.8684020245842372,0.08995633187772925,0.673202614379085,0.15870570107858242,0.7726356841078974,0.8746685948421307,0.09191176470588236,0.6578947368421053,0.16129032258064518,0.7683041079251037
AST_2_vs_4,0.6118341769100988,0.19522297390584012,0.6975826344351258,0.3050701186623517,0.6487432699940061,0.5933959990359122,0.166289592760181,0.5798816568047337,0.25846153846153846,0.5875794884792476
AST_3_vs_4,0.7502410219329959,0.1797175866495507,0.7298001737619462,0.28841201716738196,0.740782249393113,0.7288503253796096,0.15037593984962405,0.625,0.2424242424242424,0.6807983682983683
