0,1,2,3,4,5,6,7,8,AntisocialTrajectory
0.7238246042624666,0.29490467988671193,0.2876644107739018,0.39450279482928363,1.1742151115730453,0.885443094185513,-0.9030140810934205,1.0306841485915155,1.0208129467041265,4.0
0.9694898009605705,0.6831539324005057,-1.4649155539790313,-0.5316012333339967,-1.0909162529916943,0.29986666521500355,-0.9030140810934205,-1.2098466920300406,0.5349403002748817,4.0
0.4443075271696909,1.314058967735418,-1.1122610023217732,1.5617207584195605,1.1742151115730453,-0.345307130888206,-0.9030140810934205,-1.2098466920300406,0.29915506596979524,4.0
-0.30041385944214893,-1.5007481129895839,0.9822807205550537,0.37993381954076944,-0.3297051759142368,0.6185582843256154,-0.9030140810934205,-0.08958127171926253,-0.19695202330454145,4.0
-0.1469856935173221,1.5567147505565442,-0.3620396626842362,-1.0364828967345088,0.6386229429555136,0.885443094185513,-0.9030140810934205,-0.08958127171926253,-0.059186154740630964,4.0
0.1952388593728911,1.3625901242996392,0.9822807205550537,1.791559189677953,1.1742151115730453,0.9683994826482919,-0.9030140810934205,-0.08958127171926253,0.24810333469976337,4.0
-0.11856515229103151,1.6537770636849864,-0.3620396626842362,0.3841230411292899,0.03007380330708485,0.043035659252436166,1.1074024435910712,1.0306841485915155,-0.11378208460643353,4.0
1.100699457818121,-0.5786561382693214,-0.06499014088335908,-1.4942231205734098,0.6386229429555136,0.885443094185513,1.1074024435910712,-1.2098466920300406,0.5938480380816729,4.0
-0.046811089197626325,-1.112498860475784,0.9822807205550537,0.18157321830073303,0.3498843956934999,-0.028848245412814694,1.1074024435910712,-0.08958127171926253,0.030762397332334993,4.0
-1.069029510538195,0.1493112101940393,-0.9386678322470432,-1.0767273755494295,0.6386229429555136,0.885443094185513,1.1074024435910712,-1.2098466920300406,-0.38027100346491166,4.0
-0.15300416034233627,0.6831539324005057,0.6627750805926698,-1.9648818613397678,-0.20561424465331815,-0.631836372404543,1.1074024435910712,-1.2098466920300406,0.030986692394282218,4.0
-0.5410447366972497,1.0714031849143018,0.9822807205550537,-0.3375988296131814,-0.42331235995602523,0.885443094185513,-0.9030140810934205,1.0306841485915155,-0.6828099408550673,4.0
