train_Model,train_Target,train_Accuracy,train_1.0_Precision,train_1.0_Recall,train_1.0_F1-Score,train_2.0_Precision,train_2.0_Recall,train_2.0_F1-Score,train_3.0_Precision,train_3.0_Recall,train_3.0_F1-Score,train_4.0_Precision,train_4.0_Recall,train_4.0_F1-Score,train_macro avg_Precision,train_macro avg_Recall,train_macro avg_F1-Score,train_weighted avg_Precision,train_weighted avg_Recall,train_weighted avg_F1-Score,test_Model,test_Target,test_Accuracy,test_1.0_Precision,test_1.0_Recall,test_1.0_F1-Score,test_2.0_Precision,test_2.0_Recall,test_2.0_F1-Score,test_3.0_Precision,test_3.0_Recall,test_3.0_F1-Score,test_4.0_Precision,test_4.0_Recall,test_4.0_F1-Score,test_macro avg_Precision,test_macro avg_Recall,test_macro avg_F1-Score,test_weighted avg_Precision,test_weighted avg_Recall,test_weighted avg_F1-Score
logistic_regression,Multinomial,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857,logistic_regression,Multinomial,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
