precision,recall,f1-score,support
0.9618193891102258,0.7503237503237503,0.8430088753091809,3861.0
0.1521547933157432,0.6006944444444444,0.24280701754385964,288.0
0.739937334297421,0.739937334297421,0.739937334297421,0.739937334297421
0.5569870912129845,0.6755090973840974,0.5429079464265203,4149.0
0.9056170744346869,0.739937334297421,0.801346273468638,4149.0
