train_Model,train_Target,train_Accuracy,train_1.0_Precision,train_1.0_Recall,train_1.0_F1-Score,train_2.0_Precision,train_2.0_Recall,train_2.0_F1-Score,train_3.0_Precision,train_3.0_Recall,train_3.0_F1-Score,train_4.0_Precision,train_4.0_Recall,train_4.0_F1-Score,train_macro avg_Precision,train_macro avg_Recall,train_macro avg_F1-Score,train_weighted avg_Precision,train_weighted avg_Recall,train_weighted avg_F1-Score,test_Model,test_Target,test_Accuracy,test_1.0_Precision,test_1.0_Recall,test_1.0_F1-Score,test_2.0_Precision,test_2.0_Recall,test_2.0_F1-Score,test_3.0_Precision,test_3.0_Recall,test_3.0_F1-Score,test_4.0_Precision,test_4.0_Recall,test_4.0_F1-Score,test_macro avg_Precision,test_macro avg_Recall,test_macro avg_F1-Score,test_weighted avg_Precision,test_weighted avg_Recall,test_weighted avg_F1-Score
logistic_regression,Multinomial,0.452917567150355,0.46568682239856934,0.6431769064526088,0.540226904376013,0.36138944555778224,0.37581043531954306,0.3684588898558402,0.40219938705606634,0.1721982093238654,0.24115008377019945,0.5391683433936955,0.6204847175054029,0.5769755257302807,0.44211099960152833,0.4529175671503551,0.4317028509330833,0.4421109996015283,0.452917567150355,0.4317028509330833,logistic_regression,Multinomial,0.5497930362795228,0.08521739130434783,0.6447368421052632,0.15053763440860216,0.1709741550695825,0.33992094861660077,0.2275132275132275,0.16139240506329114,0.17832167832167833,0.16943521594684388,0.8986425339366516,0.6131522074714418,0.7289410901082768,0.32905662134346825,0.444032919128746,0.3191067919942376,0.7425982078094121,0.5497930362795228,0.6174972524855741
