precision,recall,f1-score,support
0.9365737996443391,0.43382756727073035,0.5929817977106399,3642.0
0.16246953696181965,0.7889546351084813,0.26945099360053887,507.0
0.4772234273318872,0.4772234273318872,0.4772234273318872,0.4772234273318872
0.5495216683030794,0.6113911011896058,0.43121639565558934,4149.0
0.8419797140381599,0.4772234273318872,0.5534469416769399,4149.0
