type,interaction,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
train_metrics,PolygenicScoreEXT_x_DelinquentPeer,logistic_regression,SUT,0.6135573580533025,0.5177294420745252,0.22924952709338225,0.5999490056093829,0.6816338354577057,0.6381882289123949,0.6314553990610329,0.5454808806488992,0.5853279452906435,0.6157022023352079,0.6135573580533025,0.6117580871015191,0.6157022023352079,0.6135573580533025,0.6117580871015192
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,logistic_regression,SUT,0.3113673805601318,0.3395234221789837,0.07308602147449002,0.29466553767993225,0.9914529914529915,0.45430809399477806,0.9090909090909091,0.03476245654692932,0.06696428571428571,0.6018782233854206,0.5131077239999604,0.2606361898545319,0.7314440348196959,0.3113673805601318,0.17895578217759117
train_metrics,PolygenicScoreEXT_x_SchoolConnect,logistic_regression,SUT,0.6116743916570104,0.5154655192981026,0.22573888008365176,0.5975208702251454,0.6842410196987254,0.637947332883187,0.6306336834971196,0.5391077636152954,0.5812900203029829,0.6140772768611324,0.6116743916570104,0.6096186765930849,0.6140772768611324,0.6116743916570104,0.609618676593085
test_metrics,PolygenicScoreEXT_x_SchoolConnect,logistic_regression,SUT,0.31054365733113676,0.3297921970932498,0.057931933928394554,0.2937181663837012,0.9857549857549858,0.45258338783518637,0.8611111111111112,0.03592120509849363,0.06896551724137932,0.5774146387474062,0.5108380954267397,0.26077445253828285,0.6970625743736145,0.31054365733113676,0.17987974506545368
train_metrics,PolygenicScoreEXT_x_NeighborConnect,logistic_regression,SUT,0.6090672074159907,0.5121058802669092,0.2202652567516011,0.5957771559399644,0.6784472769409038,0.6344304483272382,0.6266397578203835,0.5396871378910776,0.5799221789883268,0.6112084568801739,0.6090672074159906,0.6071763136577825,0.611208456880174,0.6090672074159907,0.6071763136577825
test_metrics,PolygenicScoreEXT_x_NeighborConnect,logistic_regression,SUT,0.31219110378912684,0.340840650826642,0.07521766980948129,0.29491525423728815,0.9914529914529915,0.45460483344219466,0.9117647058823529,0.03592120509849363,0.06911928651059086,0.6033399800598205,0.5136870982757425,0.2618620599763928,0.7334169649207238,0.31219110378912684,0.1805735097173396
train_metrics,PolygenicScoreEXT_x_ParentalWarmth,logistic_regression,SUT,0.6095017381228274,0.5127876343620907,0.22151160678988646,0.5952141057934509,0.6845307068366164,0.6367555914847751,0.6288343558282209,0.5344727694090382,0.5778264954588161,0.6120242308108359,0.6095017381228274,0.6072910434717956,0.6120242308108359,0.6095017381228274,0.6072910434717956
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,logistic_regression,SUT,0.3113673805601318,0.3312683575988887,0.06022401784996925,0.2939677145284622,0.9857549857549858,0.4528795811518325,0.8648648648648649,0.03707995365005794,0.07111111111111111,0.5794162896966636,0.5114174697025219,0.2619953461314718,0.6998031681860533,0.3113673805601318,0.18149062757263762
train_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,logistic_regression,SUT,0.6129779837775203,0.5170204107230398,0.22813525253638253,0.5992871690427699,0.6819235225955967,0.637940379403794,0.6310483870967742,0.5440324449594438,0.5843186060983199,0.6151677780697721,0.6129779837775202,0.6111294927510569,0.6151677780697721,0.6129779837775203,0.611129492751057
test_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,logistic_regression,SUT,0.313838550247117,0.34339353072951584,0.07935422079682922,0.29541595925297115,0.9914529914529915,0.4551994767822107,0.9166666666666666,0.038238702201622246,0.07341490545050054,0.6060413129598189,0.5148458468273068,0.2643071911163556,0.7370464044737448,0.313838550247117,0.18379907722762595
