type,interaction,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
train_metrics,PolygenicScoreEXT_x_Age,logistic_regression,SUT,0.6639629200463499,0.5805489926242906,0.3294162464794973,0.6811779769526248,0.6164542294322132,0.6472019464720195,0.6497354497354497,0.7114716106604867,0.6792035398230089,0.6654567133440372,0.6639629200463499,0.6632027431475142,0.6654567133440372,0.6639629200463499,0.6632027431475143
test_metrics,PolygenicScoreEXT_x_Age,logistic_regression,SUT,0.6160972785176607,0.5541419726300635,0.3124026566106562,0.8501742160278746,0.2824074074074074,0.4239791485664639,0.5694444444444444,0.9501738122827347,0.7121146330872774,0.7098093302361594,0.616290609845071,0.5680468908268707,0.7098906069505728,0.6160972785176607,0.5679634700149074
train_metrics,PolygenicScoreEXT_x_DelinquentPeer,logistic_regression,SUT,0.6628041714947857,0.5790050179822789,0.32686159844337714,0.6784126984126985,0.6190614136732329,0.6473795819448651,0.649706979222163,0.7065469293163383,0.6769358867610324,0.6640598388174308,0.6628041714947857,0.6621577343529488,0.6640598388174308,0.6628041714947857,0.6621577343529488
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,logistic_regression,SUT,0.6108859293572669,0.5472455367777649,0.3013846528767119,0.8428571428571429,0.27314814814814814,0.4125874125874126,0.5659986178299931,0.9490150637311703,0.7090909090909091,0.704427880343568,0.6110816059396592,0.5608391608391609,0.7045080362570095,0.6108859293572669,0.5607533173254077
train_metrics,PolygenicScoreEXT_x_SchoolConnect,logistic_regression,SUT,0.6633835457705678,0.5798295860502886,0.3282705237212636,0.6806534272901986,0.61558516801854,0.6464861575905082,0.6491274457958752,0.7111819235225956,0.6787392867016865,0.6648904365430369,0.6633835457705678,0.6626127221460973,0.6648904365430369,0.6633835457705678,0.6626127221460973
test_metrics,PolygenicScoreEXT_x_SchoolConnect,logistic_regression,SUT,0.6108859293572669,0.5472455367777649,0.3013846528767119,0.8428571428571429,0.27314814814814814,0.4125874125874126,0.5659986178299931,0.9490150637311703,0.7090909090909091,0.704427880343568,0.6110816059396592,0.5608391608391609,0.7045080362570095,0.6108859293572669,0.5607533173254077
train_metrics,PolygenicScoreEXT_x_NeighborConnect,logistic_regression,SUT,0.6639629200463499,0.5805344401478937,0.32937987609843544,0.6809462915601023,0.6170336037079953,0.6474164133738601,0.6498940677966102,0.7108922363847046,0.6790260099612617,0.6654201796783563,0.6639629200463499,0.6632212116675609,0.6654201796783562,0.6639629200463499,0.6632212116675609
test_metrics,PolygenicScoreEXT_x_NeighborConnect,logistic_regression,SUT,0.6114649681528662,0.5479695871385737,0.3025197871649108,0.8434163701067615,0.2743055555555556,0.4139737991266376,0.5663900414937759,0.9490150637311703,0.7093980077955825,0.7049032058002687,0.6116603096433629,0.56168590346111,0.7049834102961035,0.6114649681528662,0.5616003724221208
train_metrics,PolygenicScoreEXT_x_ParentalWarmth,logistic_regression,SUT,0.6632387022016223,0.5796369548828157,0.3279521325090801,0.68032,0.615874855156431,0.6464953626273378,0.6491135220957925,0.7106025492468134,0.678467708477389,0.6647167610478963,0.6632387022016222,0.6624815355523634,0.6647167610478963,0.6632387022016223,0.6624815355523633
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,logistic_regression,SUT,0.6143601621308628,0.5519903607391792,0.30903813801165897,0.8485915492957746,0.2789351851851852,0.4198606271777003,0.5682605682605683,0.9501738122827347,0.7111882046834346,0.7084260587781714,0.61455449873396,0.5655244159305675,0.7085072200349855,0.6143601621308628,0.5654400709457655
train_metrics,PolygenicScoreEXT_x_Is_Male,logistic_regression,SUT,0.6632387022016223,0.5796369548828157,0.3279521325090801,0.68032,0.615874855156431,0.6464953626273378,0.6491135220957925,0.7106025492468134,0.678467708477389,0.6647167610478963,0.6632387022016222,0.6624815355523634,0.6647167610478963,0.6632387022016223,0.6624815355523633
test_metrics,PolygenicScoreEXT_x_Is_Male,logistic_regression,SUT,0.6143601621308628,0.5519903607391792,0.30903813801165897,0.8485915492957746,0.2789351851851852,0.4198606271777003,0.5682605682605683,0.9501738122827347,0.7111882046834346,0.7084260587781714,0.61455449873396,0.5655244159305675,0.7085072200349855,0.6143601621308628,0.5654400709457655
train_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,logistic_regression,SUT,0.6633835457705678,0.5797863874432458,0.32816248255195174,0.6799617102744097,0.6173232908458864,0.6471302763437595,0.6496021220159152,0.7094438006952491,0.6782054832456383,0.6647819161451625,0.6633835457705678,0.662667879794699,0.6647819161451624,0.6633835457705678,0.662667879794699
test_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,logistic_regression,SUT,0.6311522872032426,0.5698161496745172,0.33521668741200167,0.8470948012232415,0.32060185185185186,0.4651553316540722,0.5807142857142857,0.9420625724217845,0.7185152452496687,0.7139045434687636,0.6313322121368181,0.5918352884518705,0.7139816657951995,0.6311522872032426,0.5917619358422597
