type,interaction,Model,Target,Accuracy,2.0_Precision,2.0_Recall,2.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
train_metrics,PolygenicScoreEXT_x_Age,random_forest,AST,0.9999614078419266,1.0,0.999922815683853,0.9999614063525143,0.9999228216408119,1.0,0.9999614093312237,0.999961410820406,0.9999614078419266,0.999961407841869,0.999961410820406,0.9999614078419266,0.9999614078418689
test_metrics,PolygenicScoreEXT_x_Age,random_forest,AST,0.15674232309746328,0.1345093715545755,0.9644268774703557,0.23609095307208514,0.8461538461538461,0.03056498919419574,0.05899880810488677,0.49033160885421084,0.4974959333322757,0.14754488058848594,0.7500010813615281,0.15674232309746328,0.08292634491487405
train_metrics,PolygenicScoreEXT_x_DelinquentPeer,random_forest,AST,0.9999614078419266,1.0,0.999922815683853,0.9999614063525143,0.9999228216408119,1.0,0.9999614093312237,0.999961410820406,0.9999614078419266,0.999961407841869,0.999961410820406,0.9999614078419266,0.9999614078418689
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,random_forest,AST,0.16662216288384513,0.1332398316970547,0.9387351778656127,0.23335789732252515,0.8277777777777777,0.04600185242358753,0.08715998830067272,0.4805088047374162,0.4923685151446001,0.16025894281159894,0.7339363356638002,0.16662216288384513,0.10691329723660258
train_metrics,PolygenicScoreEXT_x_SchoolConnect,random_forest,AST,0.9999614078419266,1.0,0.999922815683853,0.9999614063525143,0.9999228216408119,1.0,0.9999614093312237,0.999961410820406,0.9999614078419266,0.999961407841869,0.999961410820406,0.9999614078419266,0.9999614078418689
test_metrics,PolygenicScoreEXT_x_SchoolConnect,random_forest,AST,0.14579439252336449,0.13340593520283148,0.9683794466403162,0.2345058626465662,0.7777777777777778,0.0172892868169188,0.03382663847780127,0.45559185649030465,0.49283436672861747,0.13416625056218373,0.6907144527195874,0.14579439252336449,0.060941107751338
train_metrics,PolygenicScoreEXT_x_NeighborConnect,random_forest,AST,0.9999614078419266,1.0,0.999922815683853,0.9999614063525143,0.9999228216408119,1.0,0.9999614093312237,0.999961410820406,0.9999614078419266,0.999961407841869,0.999961410820406,0.9999614078419266,0.9999614078418689
test_metrics,PolygenicScoreEXT_x_NeighborConnect,random_forest,AST,0.17009345794392525,0.13536995515695066,0.9545454545454546,0.23711340206185566,0.8700564971751412,0.04754553874652671,0.09016393442622953,0.502713226166046,0.5010454966459906,0.1636386682440426,0.7707904383604004,0.17009345794392525,0.1100187890653822
train_metrics,PolygenicScoreEXT_x_ParentalWarmth,random_forest,AST,0.9999614078419266,1.0,0.999922815683853,0.9999614063525143,0.9999228216408119,1.0,0.9999614093312237,0.999961410820406,0.9999614078419266,0.999961407841869,0.999961410820406,0.9999614078419266,0.9999614078418689
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,random_forest,AST,0.157543391188251,0.1327973385084558,0.9466403162055336,0.23292000972526136,0.8043478260869565,0.03426983636924977,0.06573882143914718,0.46857258229770615,0.49045507628739166,0.14932941558220428,0.713612299594374,0.157543391188251,0.0883272543557757
