type,column_dropped,change_in_accuracy,change_in_custom_score
1_vs_3,PolygenicScoreEXT,0.007527504342791036,0.008609889869564347
1_vs_3,Age,0.0023161551823972504,-0.002555939373930949
1_vs_3,DelinquentPeer,0.0972785176606833,0.10684660867768092
1_vs_3,SchoolConnect,0.011001737116386856,0.013027962264265391
1_vs_3,NeighborConnect,0.0017371163867979655,0.0013280875932758507
1_vs_3,ParentalWarmth,0.0011580775911986807,0.0010282951472838642
1_vs_3,Is_Male,0.010422698320787571,0.007057600758892946
1_vs_3,AntisocialTrajectory,-0.06253618992472487,-0.045274429038975494
