type,column_dropped,change_in_accuracy,change_in_custom_score
1_vs_4,PolygenicScoreEXT,0.0011883541295305555,0.0033140277730231427
1_vs_4,Age,-0.004753416518122444,0.00879509272532919
1_vs_4,DelinquentPeer,-0.004159239453357166,0.125148079678435
1_vs_4,SchoolConnect,0.0,-0.014896097031806832
1_vs_4,NeighborConnect,-0.0011883541295306665,-0.011052083102274124
1_vs_4,ParentalWarmth,0.0011883541295305555,0.0033140277730231427
1_vs_4,Is_Male,-0.002376708259061222,0.016925547999694146
1_vs_4,SubstanceUseTrajectory,0.12715389185977422,0.06196343719352981
