Sex,Age,DelinquentPeer,SchoolConnect,NeighborConnect,ParentalWarmth,AntisocialTrajectory,InFamilyCluster
0.5,1.11736769150465,0.4119217613368231,0.7900082039019193,0.2600264821895012,-0.23405954409600985,4.0,0
0.5,-0.288105790472922,0.013316940036709444,-1.9750374143818787,-0.17746550767276648,-0.5469706589377101,4.0,0
0.5,1.16583229433147,0.4119217613368231,0.21050882094226683,0.6450689846544639,0.4980989072876111,4.0,0
-0.5,1.16583229433147,0.013316940036709444,0.3946549251835472,0.4676034769817021,0.4980989072876111,4.0,0
-0.5,1.21429689715828,-0.15649849075236338,0.01914577540331797,-0.25864866331268643,-1.5936734411875166,4.0,1
-0.5,-0.288105790472922,0.4119217613368231,0.2069469501102251,0.4374919898622678,0.2822649169642667,2.0,0
-0.5,0.778115471716962,-0.3656298946894156,0.2069469501102251,0.2901379693089333,-0.5699751909048043,4.0,0
0.5,-0.288105790472922,0.4119217613368231,1.4071764260204436,0.6450689846544639,0.5645298339285325,4.0,0
-0.5,-1.06353943570193,0.2027903573997713,-0.19479660124435688,-0.8211566734504181,0.3144269779420467,4.0,0
0.5,1.21429689715828,-0.1761564773263531,-0.19541931289211956,0.4374919898622678,0.03345556124664809,4.0,0
0.5,-0.918145627221489,0.2224483439737613,0.8090432219251245,0.6450689846544639,0.4980989072876111,4.0,0
-0.5,0.196540237795208,-0.8105265826369381,0.2069469501102251,0.08256097451673479,0.0482053728682559,4.0,0
-0.5,-0.191176584819295,-0.1761564773263531,0.19541931289212022,-0.20757699479219932,-1.1907331576232698,4.0,0
-0.5,0.0511464293147689,0.2224483439737613,0.39893270729693664,0.11267246163616691,0.4980989072876111,4.0,0
-0.5,-1.01507483287512,0.4119217613368231,-0.5976748185143552,0.6450689846544639,-0.954238524183661,2.0,1
-0.5,-1.49972086114324,0.4119217613368231,0.01141687983799623,0.2600264821895012,0.2930291735419867,4.0,0
-0.5,-0.0942473791656698,-1.0393159731479786,-0.2112576460306617,0.08256097451673479,0.28437931855052434,4.0,0
-0.5,1.45661991129234,-1.0329749266106962,0.4023662630023454,-0.12501602027546385,-1.1693353532232116,4.0,0
-0.5,-1.64511466962368,-0.34829341347432435,-0.4138939002204502,0.4374919898622678,0.4980989072876111,4.0,0
0.5,-2.081296095065,0.013316940036709444,0.6015843175472488,0.17746550767276648,0.5645298339285325,4.0,0
0.5,-0.0942473791656698,-0.1761564773263531,-0.804511011244471,-0.2132713312621174,-1.190451407273267,4.0,0
0.5,1.55354911694597,-0.38528788126340496,1.6293297837377967,-0.38504250246496546,0.5645298339285325,2.0,1
0.5,0.72965086889015,-1.2617643171217439,1.6293297837377967,-0.12501602027546385,-1.2176532390474726,2.0,1
-0.5,0.148075634968395,-1.1784779826852505,-1.346928255752848,0.05244948739730266,-1.1580817657574474,4.0,0
0.5,0.0996110321415811,0.38983505057298856,-0.4097093177406458,-1.3770154614187737,-1.013943172495514,4.0,0
0.5,-0.142711981992483,-0.38528788126340496,-1.1735191310083801,-0.2723700408287982,-1.0109502892773634,4.0,0
0.5,0.971973883024213,-0.5747612986264675,1.6293297837377967,0.6450689846544639,0.4980989072876111,4.0,0
0.5,-1.6935792724505,0.4119217613368231,0.19984076619266603,-1.1830732023361334,-0.9081864903089969,4.0,0
-0.5,-1.79050847810412,0.2027903573997713,0.0026847306170132935,-0.9395234715565045,0.2930291735419867,4.0,0
-0.5,0.0511464293147689,0.4119217613368231,0.19222262800745374,0.1717711712028476,-0.5019010927123887,4.0,0
-0.5,-1.3543270526628,0.4119217613368231,0.9933932831800992,-2.070801157873558,0.5645298339285325,4.0,0
-0.5,-1.11200403852874,-1.4570331525522269,0.41389390022045025,0.6450689846544639,0.5645298339285325,2.0,0
-0.5,-1.40279165548962,0.4119217613368231,0.21491271649628904,-1.645124205294089,-0.23405954409600985,4.0,0
-0.5,-0.142711981992483,0.013316940036709444,0.7971143878194749,0.2600264821895012,-0.12426578699789118,4.0,0
0.5,-1.49972086114324,0.2027903573997713,0.2069469501102251,0.4676034769817021,0.5645298339285325,4.0,0
-0.5,1.3112261028119,0.4119217613368231,-0.9807669909867496,-1.0220844460732392,0.5645298339285325,4.0,0
0.5,-0.481964201780173,-1.006341046537281,0.41389390022045025,0.2600264821895012,0.5645298339285325,3.0,0
0.5,1.11736769150465,-0.5747612986264675,0.5981332040953163,-0.9037176479671535,0.2930291735419867,4.0,0
-0.5,-0.627358010260611,-1.812848087995836,-0.9939052374477552,-1.9395234715565013,-0.23405954409600985,3.0,0
0.5,0.535792457582897,0.4119217613368231,-1.1966676050781748,-1.58459245621097,0.3157204782109139,4.0,0
0.5,0.632721663236524,0.4119217613368231,-0.3832204875990274,-0.5487866326216206,-0.34190092519208576,4.0,0
0.5,-0.191176584819295,-1.6233746706327743,-1.1811944578870133,-1.1608218438648117,-0.7841660096766547,2.0,0
-0.5,-0.0457827763388576,-0.9560296387114918,-0.997703979100539,-0.6875240304131961,0.2822649169642667,4.0,0
0.5,-0.142711981992483,0.4119217613368231,0.2069469501102251,-0.5682023466076505,-0.23405954409600985,4.0,0
0.5,0.923509280197401,-1.006341046537281,0.2069469501102251,0.6450689846544639,0.4980989072876111,4.0,0
-0.5,-1.40279165548962,0.4119217613368231,0.19995152357277549,-1.1112946427593537,-0.23405954409600985,4.0,0
0.5,1.21429689715828,-0.3656298946894156,-0.3761143036814683,0.6450689846544639,-0.23405954409600985,4.0,0
0.5,0.341934046275646,0.2224483439737613,-1.5799056504237294,0.4374919898622678,0.5645298339285325,4.0,0
0.5,0.438863251929273,-0.7838927025635193,-0.402255505622235,-0.5983138337270826,-0.2196361757481224,3.0,0
0.5,0.293469443448834,0.2224483439737613,1.0048101630180954,-0.17746550767276648,0.06103935837215956,4.0,0
-0.5,-1.16046864135555,0.05031140782578995,0.02700078440927251,-0.5682023466076505,0.5645298339285325,4.0,0
-0.5,-0.77275181874105,0.4119217613368231,-0.410221272008299,0.4676034769817021,0.07065972981343754,4.0,0
0.5,-1.93590228658456,0.05031140782578995,-0.19541931289211956,0.2600264821895012,-0.7507104484300074,4.0,0
-0.5,1.06890308867784,-0.3656298946894156,-1.0122999860766773,0.08256097451673479,0.0482053728682559,4.0,0
-0.5,-1.45125625831643,0.2224483439737613,0.00011075738010945675,-0.5983138337270826,0.26610909211778405,4.0,0
-0.5,0.196540237795208,0.013316940036709444,-0.19541931289211956,-0.9037176479671535,-0.31498084376788327,2.0,1
0.5,0.438863251929273,-0.006341046537280527,-0.38764194089957316,-0.42084832605431605,-0.31498084376788327,4.0,0
-0.5,-1.30586244983599,0.4119217613368231,0.2069469501102251,-0.5926194972571643,-0.5019010927123887,4.0,0
-0.5,0.632721663236524,0.2224483439737613,-0.20683619273011555,0.2600264821895012,-0.23405954409600985,4.0,1
0.5,-0.142711981992483,0.2224483439737613,0.19984076619266603,-0.5186751455021876,-0.12981455247948592,2.0,0
-0.5,0.0511464293147689,0.4119217613368231,-0.98566438761478,-1.4071269485382083,-0.5019010927123887,4.0,0
-0.5,0.584257060409711,-1.9653270375698217,-0.610062038200965,-0.12501602027546385,-0.9840302078531616,2.0,0
0.5,-1.11200403852874,0.2224483439737613,-0.402255505622235,-0.38504250246496546,0.0482053728682559,4.0,0
-0.5,0.681186266063336,-0.6013951786998857,0.0,-0.2132713312621174,0.5645298339285325,4.0,0
0.5,0.196540237795208,-0.6210531652738757,0.01914577540331797,-0.3024815279482304,-0.2196361757481224,4.0,0
-0.5,0.584257060409711,-0.5747612986264675,-0.797863212907873,-1.1694384666265698,0.2930291735419867,4.0,0
-0.5,0.778115471716962,-0.6013951786998857,-0.019035018023207666,0.4374919898622678,-1.932057278577304,4.0,0
0.5,-0.578893407433799,0.0,-0.7984859245556358,0.08256097451673479,0.5645298339285325,4.0,0
-0.5,0.24500484062202,-1.451237734484805,0.003909499032893427,0.4263783630591729,-1.9559116673248829,2.0,0
0.5,0.390398649102458,0.4119217613368231,-0.18769041732679792,0.4676034769817021,-0.10436234454066369,4.0,0
-0.5,1.06890308867784,-0.6077362252371662,-0.20338507927818353,-0.12501602027546385,-0.7697426413287677,4.0,0
0.5,1.45661991129234,-1.367951400048312,0.41743821330596836,-0.8583403159165846,0.4980989072876111,4.0,0
-0.5,-0.675822613087425,-0.9560296387114918,0.5911377775578669,-0.8468340534780366,0.5645298339285325,4.0,0
-0.5,0.826580074543775,-0.38528788126340496,0.012039591485758939,-0.20757699479219932,-0.5556205139291723,4.0,1
-0.5,-0.336570393299734,0.2224483439737613,0.6100620382009659,0.08256097451673479,0.05238950338069726,4.0,0
0.5,-1.79050847810412,-0.8105265826369381,0.41389390022045025,0.2600264821895012,-0.23405954409600985,4.0,0
-0.5,2.28051815934816,0.4119217613368231,1.4071764260204436,-0.03011148711943209,-0.5469706589377101,4.0,0
-0.5,-0.77275181874105,0.2224483439737613,-0.797863212907873,0.6450689846544639,0.0482053728682559,4.0,1
0.5,-0.288105790472922,-0.22878939051104188,0.6057513422805286,0.17746550767276648,0.2966882853121537,2.0,0
-0.5,1.40815530846553,-0.2091314039370521,0.8049693968254363,-0.12501602027546385,-0.3348842862251104,2.0,0
-0.5,-1.16046864135555,-0.7735321148478569,-0.1878011747069072,-0.5034093005710516,-0.9081864903089969,1.0,1
-0.5,-1.20893324418237,0.4119217613368231,-0.1874535465060557,0.08256097451673479,0.07930958480489986,4.0,1
-0.5,-1.06353943570193,0.4119217613368231,0.3951493217046768,0.6450689846544639,-0.31808193327775053,4.0,0
0.5,0.0511464293147689,0.013316940036709444,-0.19885286859752796,0.6450689846544639,-1.3230767448176215,4.0,0
-0.5,-0.0457827763388576,-0.3286354269003345,1.012428301203313,0.6450689846544639,-0.5469706589377101,2.0,0
0.5,1.06890308867784,-0.7838927025635193,-0.3806465143621236,-0.38504250246496546,0.2966882853121537,4.0,0
-0.5,1.26276149998509,-1.006341046537281,0.027623496057035176,-0.2723700408287982,-0.9657599814204213,4.0,0
-0.5,0.0996110321415811,0.0,0.6024439000157537,0.4676034769817021,0.5645298339285325,4.0,0
0.5,-1.79050847810412,-0.5944192852004574,-0.8013143263598044,-0.3606253518154517,0.4980989072876111,4.0,0
-0.5,-0.288105790472922,0.2224483439737613,-0.4066769589227817,0.6450689846544639,0.07930958480489986,2.0,0
0.5,0.487327854756085,-1.2051118627586719,-1.610339990538408,-1.1169889792292742,0.28437931855052434,4.0,0
0.5,-1.6935792724505,0.0,-1.2072249024476716,-1.8360023156387115,-0.5019010927123887,4.0,0
-0.5,0.438863251929273,0.2224483439737613,-0.7784805666838128,-0.5983138337270826,-0.5019010927123887,4.0,0
-0.5,0.293469443448834,-1.812848087995836,0.007106183917559054,0.2901379693089333,0.5645298339285325,4.0,0
-0.5,-0.627358010260611,-0.3986048213001143,0.4067877163028911,0.4676034769817021,0.29701472858587546,4.0,0
0.5,-1.93590228658456,0.4119217613368231,0.003561870832041733,0.6450689846544639,0.2930291735419867,4.0,0
-0.5,1.45661991129234,-1.145503056074553,-1.9745430178607486,-1.6284253208465154,-2.035875031731919,4.0,0
0.5,-0.0942473791656698,-1.7388591524176722,1.4071764260204436,-0.510058522740429,0.5645298339285325,3.0,0
0.5,0.0996110321415811,0.4119217613368231,0.00011075738010945675,0.21341975385185333,-0.30633098877642106,4.0,1
0.5,-0.821216421567863,0.4119217613368231,0.8281889973284406,0.6450689846544639,0.4980989072876111,4.0,0
-0.5,0.487327854756085,-1.0196579865739888,-0.003561870832040886,-1.58459245621097,-0.15986221187100916,3.0,0
-0.5,-0.869681024394677,-0.518108844263397,0.6139715372338584,0.6450689846544639,0.5645298339285325,2.0,1
-0.5,-0.675822613087425,-0.2091314039370521,1.0003887097175523,-0.2723700408287982,0.28437931855052434,4.0,0
0.5,-1.98436688941137,0.4119217613368231,0.026251959320877045,0.2600264821895012,-0.23405954409600985,4.0,0
0.5,-0.966610230048302,0.05031140782578995,-1.3951192767881586,-0.7757793413998489,0.2930291735419867,4.0,0
-0.5,0.24500484062202,-0.34829341347432435,-0.4064400881020395,-1.1608218438648117,-0.5469706589377101,4.0,0
-0.5,-1.40279165548962,-0.8435015092476369,-0.20683619273011555,-0.12501602027546385,-0.5469706589377101,3.0,0
0.5,-1.74204387527731,-0.5770828039853662,-0.22221614028769676,0.6450689846544639,0.04787892959453508,4.0,0
0.5,1.50508451411916,-1.451237734484805,-0.7822617505900733,0.08256097451673479,-0.122632570973404,4.0,0
0.5,-1.25739784700918,0.4119217613368231,0.5901674377092524,-1.3770154614187737,0.3144269779420467,4.0,0
-0.5,0.487327854756085,-0.15649849075236338,-0.19984076619266578,0.4676034769817021,-0.5500717484475776,2.0,0
-0.5,0.341934046275646,0.2224483439737613,-1.787236239674972,-0.9338291350865856,-2.0093351857029047,3.0,0
-0.5,-0.0942473791656698,0.2224483439737613,-0.5863840521169918,0.2600264821895012,-0.3363521597104908,4.0,0
-0.5,1.50508451411916,-0.19581446390034285,1.6293297837377967,-0.051071668520487896,0.5645298339285325,4.0,0
0.5,-1.06353943570193,0.2027903573997713,0.18780117470690796,0.12639383915227861,-0.5469706589377101,4.0,0
-0.5,-1.40279165548962,0.2224483439737613,-0.176273537488802,-0.2723700408287982,-0.30633098877642106,3.0,1
0.5,-1.25739784700918,0.2027903573997713,0.011527637218105733,-0.03580582358935094,-0.31498084376788327,4.0,0
0.5,-0.578893407433799,0.4119217613368231,0.4218596666065142,0.4676034769817021,-0.23405954409600985,4.0,0
-0.5,0.341934046275646,-0.1894734173630624,0.6024439000157537,0.4374919898622678,0.5645298339285325,4.0,0
-0.5,-0.821216421567863,0.4119217613368231,0.3947481248171331,0.6450689846544639,0.03345556124664809,4.0,0
-0.5,0.971973883024213,0.4119217613368231,0.9969551540121427,-0.4452654767038301,0.5645298339285325,4.0,0
-0.5,-1.79050847810412,-0.3679514000483137,0.8015358411200268,-0.5401700098598617,0.5645298339285325,1.0,0
0.5,-1.6935792724505,-0.7272402482004487,0.4067877163028911,0.2600264821895012,0.2930291735419867,4.0,0
-0.5,-1.49972086114324,0.2224483439737613,0.5902781950893619,-0.19607073235365066,0.5645298339285325,4.0,0
-0.5,-0.0942473791656698,-0.1391620095372719,-0.8106362734215032,0.4374919898622678,0.5645298339285325,4.0,0
0.5,1.26276149998509,0.013316940036709444,-0.18831312897456068,-0.38504250246496546,-0.5414218934561154,4.0,0
-0.5,1.02043848585103,-0.15649849075236338,0.2069469501102251,0.4374919898622678,-0.23405954409600985,4.0,0
-0.5,-0.336570393299734,0.4119217613368231,0.9933932831800992,-0.6507633211243858,0.29701472858587546,4.0,0
0.5,0.0026818264879566,0.4119217613368231,0.6137346664131162,-1.2887601504321156,0.5645298339285325,4.0,0
0.5,-0.43349959895336,0.2027903573997713,0.7935525169874402,0.2901379693089333,0.5645298339285325,4.0,0
0.5,0.24500484062202,0.2224483439737613,-0.1692781109513523,-0.7757793413998489,-1.593646952730061,4.0,0
0.5,-1.40279165548962,0.4119217613368231,-0.19507168469126815,0.22991499507006916,0.2822649169642667,2.0,0
-0.5,-1.01507483287512,-0.9103475139153377,-0.41033202938840846,0.4374919898622678,0.07065972981343754,3.0,0
-0.5,-0.43349959895336,0.0,-0.18831312897456068,-0.3469039742993399,0.03345556124664809,4.0,0
-0.5,-0.191176584819295,-0.7602151748111482,0.6025546573958631,-0.5625080101377322,-0.15268023036492726,4.0,1
-0.5,-1.59665006679687,0.4119217613368231,0.3981816805225409,0.2600264821895012,-0.090564919385695,3.0,0
-0.5,0.584257060409711,-0.8105265826369381,-0.36825929467551377,-1.46956503785463,-0.23405954409600985,1.0,0
0.5,-0.142711981992483,0.4119217613368231,0.034217725706941045,-0.40364772714585,-0.12981455247948592,4.0,0
-0.5,0.778115471716962,-0.19581446390034285,0.2069469501102251,0.4676034769817021,0.28437931855052434,4.0,0
-0.5,-0.578893407433799,0.4119217613368231,-0.20327432189807423,-0.20757699479219932,0.0482053728682559,4.0,0
0.5,-1.74204387527731,0.4119217613368231,1.0074948936351078,0.6450689846544639,0.4980989072876111,4.0,0
-0.5,-1.25739784700918,0.2224483439737613,1.4071764260204436,0.6450689846544639,0.4980989072876111,2.0,0
-0.5,0.535792457582897,0.2224483439737613,-0.3911862539850914,0.2600264821895012,0.07065972981343754,4.0,0
-0.5,-0.724287215914238,0.4119217613368231,0.8437729018997221,-1.294454486902036,-0.5019010927123887,4.0,1
0.5,0.778115471716962,-1.812848087995836,0.02217813422118211,0.2600264821895012,0.5645298339285325,2.0,0
0.5,-0.627358010260611,0.013316940036709444,-1.1770098754072056,-1.9395234715565013,-0.7606902476747969,4.0,0
0.5,-1.93590228658456,0.4119217613368231,1.008372033850139,0.2901379693089333,0.5645298339285325,4.0,0
-0.5,-0.43349959895336,-1.9346736163180158,0.21909729897609348,0.08256097451673479,0.26610909211778405,3.0,0
0.5,-1.30586244983599,-0.5770828039853662,0.2096316807272384,-1.6924078775779654,0.5645298339285325,4.0,0
0.5,0.971973883024213,-1.2617643171217439,0.4067877163028911,-0.5186751455021876,0.4980989072876111,4.0,0
0.5,-2.081296095065,0.4119217613368231,0.0,0.2600264821895012,-0.31498084376788327,4.0,0
0.5,-0.869681024394677,-0.9496885921742094,-0.16423394600304342,0.4374919898622678,-1.0185519970463863,4.0,0
-0.5,-1.40279165548962,0.4119217613368231,-0.19973000881255648,0.2600264821895012,-0.3379853757349776,2.0,0
-0.5,0.0026818264879566,-0.7272402482004487,0.4146427253088465,0.6450689846544639,0.10070738920496076,3.0,0
-0.5,0.681186266063336,0.4119217613368231,0.2069469501102251,-0.436114170985453,-0.5019010927123887,2.0,1
0.5,-1.45125625831643,0.4119217613368231,1.0049209203982066,-0.018605224680884186,0.4980989072876111,4.0,0
0.5,1.45661991129234,-0.1761564773263531,0.2069469501102251,0.2600264821895012,0.04787892959453508,4.0,0
-0.5,-0.142711981992483,-2.117805987143801,-0.7669529294657079,0.05244948739730266,0.3144269779420467,2.0,1
0.5,-0.288105790472922,0.2027903573997713,0.41378314284034157,-0.9037176479671535,0.05549059289056482,4.0,0
-0.5,-1.83897308093093,0.4119217613368231,0.4173274559258589,-0.6961406531749549,0.28437931855052434,4.0,0
-0.5,-0.578893407433799,-0.1761564773263531,0.8126982923907563,0.4676034769817021,0.5645298339285325,4.0,0
-0.5,1.40815530846553,0.4119217613368231,1.2003402332903312,0.6450689846544639,-0.2196361757481224,4.0,0
-0.5,1.02043848585103,-0.6407111518478656,0.009680157154462915,0.6450689846544639,0.5645298339285325,4.0,0
0.5,-0.239641187646109,-0.7838927025635193,-1.1690441090211416,0.2600264821895012,0.4980989072876111,4.0,0
-0.5,-0.675822613087425,-1.4897769283704982,0.18854999979530343,0.08256097451673479,0.5645298339285325,4.0,0
-0.5,-1.06353943570193,0.2027903573997713,0.3832204875990274,0.1717711712028476,0.2822649169642667,4.0,0
0.5,0.72965086889015,-0.38528788126340496,-1.2112811698008368,-1.58459245621097,-1.8120905993408394,4.0,0
-0.5,1.60201371977278,0.013316940036709444,0.5986451583629697,0.08256097451673479,0.10070738920496076,4.0,0
0.5,0.778115471716962,-0.3656298946894156,0.41389390022045025,-1.7295915200441376,-0.5469706589377101,4.0,0
-0.5,0.875044677370589,-0.2091314039370521,0.21039806356215737,-0.390736838934884,-0.12576014894072463,2.0,0
0.5,-1.59665006679687,0.4119217613368231,-0.9898489700945845,0.05244948739730266,-1.0372577466714248,3.0,0
-0.5,0.293469443448834,0.4119217613368231,0.9932825257999965,0.08256097451673479,0.2966882853121537,4.0,0
-0.5,-0.0457827763388576,0.18302376335844656,-0.16865539930358964,0.4676034769817021,-0.5469706589377101,4.0,0
0.5,1.35969070563872,-1.6037166840587844,1.1229368350457698,-0.051071668520487896,-0.5019010927123887,4.0,0
0.5,0.923509280197401,0.2224483439737613,-0.8044934534979473,-0.436114170985453,-1.9598676053283095,4.0,0
0.5,-0.142711981992483,-0.8238435226736475,0.41389390022045025,0.17746550767276648,-0.5019010927123887,4.0,0
-0.5,0.923509280197401,0.4119217613368231,0.00011075738010945675,-0.5926194972571643,-0.23405954409600985,4.0,0
0.5,-0.191176584819295,-0.5747612986264675,1.016337800236203,0.2600264821895012,-0.1511858684220938,4.0,0
-0.5,-1.59665006679687,0.4119217613368231,0.41389390022045025,0.6450689846544639,0.3157204782109139,2.0,0
-0.5,0.584257060409711,0.032974926610698736,0.3947481248171331,-0.2132713312621174,0.5645298339285325,4.0,1
0.5,0.826580074543775,-1.2287893905110399,0.8085312676574711,0.2600264821895012,-0.09571248954920138,4.0,1
-0.5,1.3112261028119,-0.006341046537280527,-1.1770098754072056,0.4374919898622678,-2.035060571784674,4.0,0
-0.5,-1.88743768375775,0.4119217613368231,0.8241151722287525,0.6450689846544639,0.5645298339285325,4.0,0
-0.5,-1.16046864135555,0.2224483439737613,0.8049693968254363,0.08256097451673479,0.5645298339285325,4.0,0
0.5,1.06890308867784,0.2224483439737613,1.016337800236203,-0.2132713312621174,0.10070738920496076,4.0,0
0.5,1.45661991129234,-1.0393159731479786,-1.5953787976148908,0.4374919898622678,0.2930291735419867,4.0,0
-0.5,-1.6935792724505,0.2027903573997713,-0.6022070291950106,0.2600264821895012,0.07930958480489986,4.0,1
-0.5,-1.6935792724505,0.4119217613368231,0.2069469501102251,0.2600264821895012,-0.23405954409600985,3.0,1
-0.5,-0.675822613087425,-0.15881999611126196,0.2069469501102251,0.4374919898622678,-0.23405954409600985,4.0,0
-0.5,-0.627358010260611,-0.3986048213001143,-0.18769041732679792,0.2600264821895012,0.5645298339285325,4.0,0
0.5,0.487327854756085,0.2027903573997713,0.609202455732461,0.4676034769817021,-0.5019010927123887,4.0,0
0.5,0.24500484062202,-0.19581446390034285,-0.36838540811614656,-0.9037176479671535,-0.23405954409600985,4.0,0
-0.5,-0.385034996126547,-1.451237734484805,-1.7932077576771186,-0.5983138337270826,-0.5019010927123887,3.0,0
-0.5,-0.191176584819295,-0.24210633054775113,-1.3834984399364711,-0.6135796786582195,-1.3198491069094116,2.0,0
-0.5,0.438863251929273,-0.5377668308373863,-0.38815389516722637,-0.3024815279482304,-0.13441000393218694,2.0,1
0.5,-1.64511466962368,0.4119217613368231,0.8205708591432318,0.08256097451673479,-0.20060398284936254,2.0,0
-0.5,0.72965086889015,0.032974926610698736,0.0,-0.5034093005710516,-0.5755239563863999,4.0,0
-0.5,0.341934046275646,-1.5204303496222977,0.0,0.08256097451673479,-0.10436234454066369,4.0,0
-0.5,0.584257060409711,0.4119217613368231,-0.804841081698799,0.0,-0.3450285031594059,4.0,1
0.5,2.0381951452141,-0.5944192852004574,-1.3847407660988713,0.05244948739730266,-0.23405954409600985,4.0,0
-0.5,-1.54818546397006,-0.9323521109591175,-0.5786398004911468,0.4374919898622678,-0.5469706589377101,4.0,0
0.5,1.40815530846553,-1.451237734484805,0.23813231699930118,-0.051071668520487896,0.5645298339285325,4.0,0
0.5,-1.59665006679687,-0.3986048213001143,0.41033202938840935,0.2600264821895012,0.04787892959453508,4.0,1
-0.5,-0.0942473791656698,-0.8105265826369381,0.5981332040953163,0.2901379693089333,0.3157204782109139,3.0,0
0.5,-1.83897308093093,0.4119217613368231,0.7900082039019193,0.08256097451673479,-0.10126125503079698,4.0,0
