type,column_dropped,change_in_accuracy,change_in_custom_score
2_vs_4,PolygenicScoreEXT,0.004210526315789442,0.003992953105970476
2_vs_4,Age,0.011578947368421022,7.954959551348395e-05
2_vs_4,DelinquentPeer,0.04315789473684217,0.02329757999077492
2_vs_4,SchoolConnect,0.024736842105263168,0.01341200406127091
2_vs_4,NeighborConnect,-0.0036842105263157343,-0.005641921052290222
2_vs_4,ParentalWarmth,-0.0026315789473684292,-0.005906721509865098
2_vs_4,Is_Male,-0.07631578947368423,0.0016717795507496525
