Race,PolygenicScoreEXT,Age,DelinquentPeer,SchoolConnect,NeighborConnect,ParentalWarmth,AntisocialTrajectory,Is_Male,PolygenicScoreEXT_x_Is_Male,PolygenicScoreEXT_x_Age,InFamilyCluster
2.0,-0.11832437052397,1.2727272727272707,-0.17210737437347995,-0.1930203972566315,0.365526616694033,0.3772862987455642,4.0,1,-0.11832437052397,-0.2872095836545658,0
1.0,2.19120481630196,0.6363636363636358,-0.4239079648227322,0.7957028734930803,0.5793003172990429,0.02578447478762945,4.0,0,0.0,2.5687959226565944,0
1.0,-1.23134384106802,0.7575757575757552,0.21195398241136576,-1.7720438454884158,-1.5341589292052435,0.005309469973025002,4.0,0,0.0,-1.7399487360803114,0
1.0,-1.53706994870322,0.3333333333333337,-0.20552735283335724,0.5907906795813707,0.7620636256460546,-0.3833618838683244,4.0,1,-1.53706994870322,-0.8510656918045678,0
4.0,0.485178894643845,0.4545454545454544,0.4039846608037881,0.38203432082189254,0.18276330834701657,0.3690094765406035,4.0,1,0.485178894643845,0.3930236368615132,0
4.0,2.23404908030122,0.4545454545454544,-0.6118648515980862,-1.4680571797093913,-0.03101039225799095,-0.11326989565382035,3.0,1,2.23404908030122,1.7955494721432803,0
1.0,0.189440215021607,-0.18181818181818155,0.4039846608037881,0.9924753800578663,0.7620636256460546,0.6370782486414711,4.0,0,0.0,-0.08852224670715615,0
3.0,1.63215658126619,-0.06060606060606019,-0.5585215691192658,0.014886931040656836,0.396537008952024,0.6370782486414711,4.0,1,1.63215658126619,-0.39156241811671694,0
1.0,-0.321502999190205,1.2121212121212135,0.19203067839242238,0.0112767292502855,0.5793003172990429,-0.42648778446086366,4.0,1,-0.321502999190205,-0.7476347275364613,0
1.0,-0.678700268345989,0.7575757575757552,-0.8214659960485119,0.00010939775189790456,0.365526616694033,0.39776130356016864,4.0,0,0.0,-0.9572730819529052,0
1.0,1.27745360775669,0.18181818181818193,-1.362417099109772,-0.9958667863444444,-0.42754740121001494,0.3810999731388241,4.0,1,1.27745360775669,0.32215617601751034,0
1.0,-1.58960582058979,0.030303030303029846,-0.5919415475791434,-0.370757591571607,-0.7862262993949924,-0.3971632314666309,1.0,1,-1.58960582058979,0.09617177598709387,0
1.0,-0.983645551145304,-0.2424242424242423,0.21195398241136576,-1.3665149801641552,-0.03101039225799095,-0.3833618838683244,2.0,1,-0.983645551145304,0.6048176997888633,0
1.0,-1.00384045032629,-0.45454545454545403,0.4039846608037881,1.3899023015733158,0.365526616694033,0.3772862987455642,4.0,1,-1.00384045032629,1.048800603909069,0
1.0,-0.0384118045036953,-0.030303030303030467,-1.192171756902926,-0.3562140213402425,0.1517529160890256,-0.011244174436896305,4.0,1,-0.0384118045036953,0.010877137939058952,0
2.0,0.143159830568692,-0.3939393939393939,0.03749377007694536,0.011891796655081072,-0.5007232787275767,-0.5623294195286481,2.0,0,0.0,-0.12749432324563498,0
2.0,-1.00472875341322,0.18181818181818193,0.17853400395148805,-0.4087036507657316,-1.365526616694036,-0.028726480900695052,4.0,0,0.0,-0.24635945948919147,1
1.0,0.549875155797722,-0.6060606060606071,0.21195398241136576,1.0038615070600514,0.0,0.36698626042696747,4.0,1,0.549875155797722,-0.7373100018186615,1
1.0,-1.66090073419109,0.09090909090909084,-0.23187728643030941,-1.7762864568958745,-1.6834865870745963,0.5735122155391363,2.0,1,-1.66090073419109,-0.1037421656475277,0
1.0,1.30641018374212,-0.06060606060606019,-1.8508121828913202,-2.1515887015776327,-1.1420443805425966,-0.3833618838683244,1.0,1,1.30641018374212,-0.31263009004607967,0
2.0,0.0615618131131223,0.6060606060606062,-1.6388582004799548,-0.3904079712262127,-0.5125730326180942,-0.42648778446086366,1.0,1,0.0615618131131223,0.07220726790531377,0
1.0,0.842564940382254,0.8181818181818185,-1.2588706353121757,-0.3904079712262127,-0.3046636590348893,0.11069561981077033,4.0,1,0.842564940382254,1.3007166783730313,0
1.0,0.318734520284223,-0.5454545454545451,-1.174460212334421,-1.9617822342103746,-0.03101039225799095,-0.8735834396106641,4.0,1,0.318734520284223,-0.38657099521417154,0
1.0,0.0180948187378339,0.21212121212121168,0.01992330401894268,0.7907206293753365,-1.3513956208582318,-0.8257865240147312,4.0,0,0.0,0.00954817843140728,0
1.0,-0.211351138105011,0.7272727272727267,-0.17210737437347995,-1.5674033581722064,-0.13762192025322023,-0.1270712432521272,4.0,1,-0.211351138105011,-0.2824119418833389,0
1.0,-0.146526524178153,-0.4242424242424237,0.19203067839242238,-0.3946657501872648,-1.8158136763031376,-0.6022386964398305,4.0,1,-0.146526524178153,0.1474439042533411,0
1.0,0.458579524485638,0.4242424242424241,0.4039846608037881,-0.9769733816124166,-1.7169222375522628,-0.42648778446086366,4.0,1,0.458579524485638,0.34352242705176034,0
1.0,-0.469476368380752,0.36363636363636337,0.19203067839242238,0.4017940982283961,0.5793003172990429,0.5735122155391363,2.0,1,-0.469476368380752,-0.28605597689766527,0
2.0,-1.04151022460659,-0.030303030303030467,-0.5720182435602001,-0.5801615275017652,0.5793003172990429,-0.42648778446086366,4.0,0,0.0,0.1923219586034313,0
1.0,0.296505770931899,0.24242424242424263,-1.4843212921644797,-1.95028670945629,-2.0723421170291467,-0.05747830792026099,1.0,1,0.296505770931899,0.11421916851444305,0
1.0,0.297134725198454,0.24242424242424263,-0.8413893000674553,0.18538637956260323,0.7620636256460546,0.1470244310782719,4.0,0,0.0,0.11445311824410664,0
1.0,2.028570289598,0.9696969696969671,-0.17210737437347995,-1.7720438454884158,-0.3513956208582277,-0.3833618838683244,4.0,0,0.0,3.7491452536883925,0
3.0,0.183499326720081,-0.1212121212121215,-0.046916652900812046,-1.3564479843976354,0.5793003172990429,0.6370782486414711,4.0,1,0.183499326720081,-0.06307901835801234,1
2.0,0.12817842023408,0.7575757575757552,-0.6230086880780799,-0.772658912893214,-1.0,-0.6325533055719647,4.0,0,0.0,0.18546038416760594,0
3.0,0.162961257534326,-0.6969696969696987,-0.5262477368475836,-1.3563385866457356,-1.9949979646185394,-0.44553287303723144,2.0,0,0.0,-0.24577598037731832,0
1.0,1.66607489530877,-1.1212121212121222,0.19203067839242238,0.0,0.5482899250410496,0.6370782486414711,4.0,0,0.0,-3.9817996567688425,1
1.0,1.96704258490133,-0.5454545454545451,0.4039846608037881,1.3899023015733158,0.5793003172990429,0.6370782486414711,4.0,0,0.0,-2.4060082427814806,1
1.0,-0.96407287916661,-0.484848484848485,-0.8079693216075776,-0.378750137628527,0.5482899250410496,-0.6396525244845216,4.0,1,-0.96407287916661,1.0666284829538817,0
1.0,0.962857977540149,-0.030303030303030467,-0.19203067839242308,-0.3974269215154461,-0.5031485369472533,-0.772125857795981,4.0,1,0.962857977540149,-0.17023691069134853,0
1.0,-0.793663777401086,-0.15151515151515121,0.4039846608037881,0.9811986508075808,-0.572452598789985,0.3810999731388241,4.0,1,-0.793663777401086,0.34250261991576164,0
1.0,0.0383853782883546,0.3939393939393931,-1.0469166529008107,-0.9864148579827233,-2.113459246504288,-0.04092466351033968,4.0,1,0.0383853782883546,0.029996760967764127,0
2.0,0.101079960892725,0.18181818181818193,0.4039846608037881,-0.18950225100587195,0.06672728468094713,0.3690094765406035,4.0,1,0.101079960892725,0.02910912473044106,0
2.0,-0.390700721545079,-0.06060606060606019,0.4039846608037881,-0.38627475757065804,-0.29879933201308645,-0.008276822204960664,4.0,0,0.0,0.09860059666776869,0
1.0,0.171756256189764,-0.2424242424242423,0.4039846608037881,0.7916963998017146,-0.08502563140807848,0.6370782486414711,4.0,0,0.0,-0.10099328991619817,1
1.0,-0.0242741807374334,0.7878787878787901,-0.38406135678484615,0.9881082033449197,0.7620636256460546,0.6370782486414711,4.0,0,0.0,-0.031940120891881967,1
1.0,1.52707529939661,-0.484848484848485,-0.154536908315477,0.014886931040656836,0.365526616694033,0.39776130356016864,2.0,0,0.0,-1.6793690772095176,0
1.0,1.9847938672962,0.7878787878787901,0.19203067839242238,1.3899023015733158,0.365526616694033,0.1430207449623763,4.0,0,0.0,2.936794108189847,1
2.0,1.25394389910021,-0.7272727272727272,-0.17446021233442047,-0.3708821568771035,-0.03101039225799095,0.3772862987455642,4.0,0,0.0,-1.9945123240612115,0
2.0,-1.91902969387132,0.0,0.01992330401894268,1.3899023015733158,0.7620636256460546,0.5735122155391363,4.0,0,0.0,0.2331696600684093,0
1.0,0.0377799177192156,0.5757575757575752,-0.19203067839242308,0.011386127002183452,0.5793003172990429,0.3989990204650243,4.0,0,0.0,0.04351002203773974,0
1.0,-2.57399803333076,0.9393939393939387,0.4039846608037881,0.9882176010968192,-0.13762192025322023,0.6370782486414711,4.0,1,-2.57399803333076,-4.590159478459307,0
2.0,1.2453981015152,-0.9393939393939389,-0.013496674440934355,0.5907906795813707,0.2746366582641513,0.3989990204650243,3.0,1,1.2453981015152,-2.51640748910674,0
2.0,1.21691497626342,0.8181818181818185,-0.7640489219526232,0.5759037485407139,0.5482899250410496,0.5735122155391363,4.0,0,0.0,1.876877012772119,0
1.0,-0.279304204514208,-0.030303030303030467,-0.8079693216075776,-0.7759430960865785,0.365526616694033,-1.0015374359937,4.0,0,0.0,0.05445080672704711,1
1.0,1.37089351417037,-1.0000000000000022,0.4039846608037881,0.1861108447192967,0.22790469644081282,0.6370782486414711,4.0,0,0.0,-2.9387970707783704,0
2.0,-0.282327382809236,0.9696969696969671,0.0,-0.7946350475270972,-0.3489703626385511,-0.42648778446086366,4.0,0,0.0,-0.5173134774411418,0
1.0,-0.869340445230014,0.48484848484848414,0.4039846608037881,0.20792467050957475,-0.1160360236660702,-1.3717892563400642,2.0,1,-0.869340445230014,-0.7466498718655992,0
1.0,0.231538055400546,-0.7575757575757557,0.4039846608037881,0.5760131462926118,-0.12190035068787268,0.3772862987455642,2.0,1,0.231538055400546,-0.3793017581039377,1
2.0,0.729770516617364,0.4242424242424241,-1.1639597911393456,-1.1826100406808215,0.5482899250410496,-0.4343754231456141,2.0,1,0.729770516617364,0.5443483728350463,0
1.0,0.0894154108976969,0.09090909090909084,-0.17210737437347995,-0.9916090073833932,0.18276330834701657,-0.1270712432521272,4.0,1,0.0894154108976969,0.00972557574781167,1
2.0,-0.695342350190107,-0.2727272727272726,-1.292290613772058,0.39731752376354906,0.5793003172990429,0.0,4.0,1,-0.695342350190107,0.471412635723555,0
1.0,0.769182073759405,0.6060606060606062,-0.23187728643030941,0.20440652425881475,0.5482899250410496,-0.1270712432521272,4.0,1,0.769182073759405,0.8570291047995257,0
1.0,0.121672763147595,-0.9393939393939389,0.4039846608037881,-0.5641040074252449,0.2137737006050075,0.6370782486414711,4.0,1,0.121672763147595,-0.24230251096209016,1
2.0,0.689179812507721,0.9696969696969671,0.4039846608037881,-0.5834283684828449,-0.29879933201308645,-0.8242237419021622,4.0,1,0.689179812507721,1.2763165068313798,0
1.0,1.311973417672,-0.15151515151515121,-1.060413327341743,0.9881082033449197,-0.42069968270095937,0.3810999731388241,4.0,0,0.0,-0.5557532120394465,0
1.0,0.0578846715963529,0.2727272727272723,-0.8349626704894462,1.1968819043166878,0.7620636256460546,0.380787608025274,4.0,0,0.0,0.0290159149036513,0
1.0,0.558855548840716,-0.3030303030303029,0.01992330401894268,0.4017940982283961,-0.1160360236660702,0.3772862987455642,4.0,1,0.558855548840716,-0.40612279486404246,1
2.0,-1.3432883324624,-0.5757575757575786,0.4039846608037881,0.7881782535509527,0.396537008952024,0.6370782486414711,4.0,1,-1.3432883324624,1.7321843318219607,1
1.0,0.715161485326249,0.30303030303030204,-0.21195398241136623,0.025929697233547867,0.1517529160890256,-0.6309905234593965,4.0,0,0.0,0.3578065961408139,1
2.0,-0.901391644051386,-0.06060606060606019,0.4039846608037881,-0.18538637956260265,0.1517529160890256,0.6370782486414711,4.0,1,-0.901391644051386,0.2223472405120361,0
1.0,0.0449308993578443,0.848484848484847,-0.4039846608037888,-1.3941427383220848,-1.3203852286002382,-0.1270712432521272,3.0,1,0.0449308993578443,0.07584198166649955,0
1.0,-0.7861186862798,0.09090909090909084,-0.154536908315477,-0.22320787345123072,0.396537008952024,-0.4156870090199304,4.0,1,-0.7861186862798,-0.047032671498030164,0
1.0,-1.00374755254258,0.4545454545454544,-0.22545065685230037,0.19738757396958134,-0.8305330029986544,-1.43101791880537,4.0,0,0.0,-0.801037435331966,0
1.0,0.243221154951207,-0.5757575757575786,0.19203067839242238,0.0,0.5793003172990429,0.3690094765406035,4.0,0,0.0,-0.3089957677933962,1
1.0,-2.25331710629453,0.3939393939393931,-1.2588706353121757,0.1899723517793482,0.2746366582641513,0.5735122155391363,4.0,0,0.0,-1.526310784330527,0
1.0,0.485576369120827,-0.8181818181818189,-0.38406135678484615,-1.5717705348851618,0.396537008952024,0.1470244310782719,4.0,0,0.0,-0.8594297348077438,0
1.0,-0.46221427705947,0.30303030303030204,0.19203067839242238,-1.7620145932600098,-0.9306959381572683,-0.04777156947706282,4.0,1,-0.46221427705947,-0.2247846960069532,1
1.0,-1.24665944419895,1.0303030303030303,-0.36649089072684343,0.40202806128579055,-0.42754740121001494,-0.6197210029036293,2.0,1,-1.24665944419895,-2.450855678394005,0
1.0,-0.728597110140746,0.6666666666666655,-0.17210737437347995,0.20911706178105716,0.2137737006050075,0.5735122155391363,4.0,1,-0.728597110140746,-0.8936705181994468,0
1.0,-0.64242914411845,0.9090909090909102,-1.2588706353121757,-0.9619445430539774,-0.7012006679869133,-0.4407246572485665,4.0,1,-0.64242914411845,-1.1032196591003782,0
2.0,1.55566607994042,0.6969696969696983,0.17853400395148805,-0.7885745254519517,-0.03101039225799095,-1.6277675318427138,4.0,0,0.0,2.0160023694627625,0
1.0,0.143577898903531,0.7575757575757552,-1.6388582004799548,0.18199497327602687,-0.4732959715461004,-0.3833618838683244,3.0,1,0.143577898903531,0.20726973405557786,0
1.0,-1.68257329026521,-0.1212121212121215,0.4039846608037881,-0.007524619942131041,0.365526616694033,-0.1270712432521272,4.0,0,0.0,0.618350776480233,0
2.0,0.239580754984298,-0.484848484848485,0.03749377007694536,0.023277923657263614,0.09773767693893803,-0.45084234301025555,4.0,0,0.0,-0.2601612965952849,0
1.0,1.7358841224019,-0.030303030303030467,-0.5210277990423204,0.20088837800805565,0.365526616694033,-0.3833618838683244,3.0,1,1.7358841224019,-0.3100652539649068,0
2.0,-0.0517582997544188,0.4242424242424241,-0.9959262083829317,-0.15904306821576938,-1.9949979646185394,-0.1270712432521272,4.0,0,0.0,-0.03439969866623405,0
2.0,-0.126604739128598,0.36363636363636337,0.21195398241136576,0.023043960599869146,0.365526616694033,0.3499643879642358,4.0,1,-0.126604739128598,-0.07427186388656803,1
1.0,1.54130609491177,0.4242424242424241,-0.4039846608037888,-1.3302843241066964,-0.42754740121001494,0.6370782486414711,4.0,1,1.54130609491177,1.1453174491552391,0
4.0,-0.0752131044799341,0.24242424242424263,0.4039846608037881,-0.9767220763427363,-1.7144969793325817,-1.4038020163781226,2.0,1,-0.0752131044799341,-0.024047689725952306,0
2.0,0.224865354995438,-0.7272727272727272,0.4039846608037881,-0.7726762551054996,-0.29879933201308645,0.3499643879642358,4.0,0,0.0,-0.35444442784326463,0
1.0,0.407888902408224,-0.2727272727272726,0.4039846608037881,-1.5761377115981083,-0.3046636590348893,-0.1270712432521272,4.0,0,0.0,-0.27029755831885455,0
4.0,0.679898688898865,0.1515151515151516,0.4039846608037881,-0.19386942771882162,-0.80194786896034,-0.1270712432521272,4.0,0,0.0,0.13153425085962978,0
1.0,0.688920683813965,-1.0909090909090875,0.4039846608037881,0.9847167970583425,0.2805009852859545,-0.028726480900695052,4.0,0,0.0,-1.6018477892183958,0
1.0,-0.69710361752372,-1.1212121212121222,0.4039846608037881,-2.352929838146879,-1.8996855458992747,-0.6675675847946846,4.0,0,0.0,1.6716007083499147,0
1.0,1.4623129551389,-0.5454545454545451,-1.6587815044988985,-0.3860407945132635,-0.1160360236660702,-0.6258511768862143,3.0,0,0.0,-1.7876348718243475,0
1.0,0.975804958845537,0.6060606060606062,0.4039846608037881,1.1968819043166878,0.04514138809379627,0.3772862987455642,4.0,0,0.0,1.0861946067448403,0
1.0,0.148333043854017,0.7575757575757552,0.0,0.7950878060882918,0.365526616694033,0.3989990204650243,4.0,1,0.148333043854017,0.21400415813701779,0
2.0,-0.644321513074511,0.06060606060606094,0.21195398241136576,0.37947460278522044,0.365526616694033,0.35152717007680473,4.0,0,0.0,0.001738892875884528,0
1.0,-1.10825324836481,-0.09090909090909116,0.21195398241136576,-0.3974269215154461,-0.656059279893117,-0.5158352171797846,4.0,0,0.0,0.3405499361719384,0
1.0,-1.0440736647206,0.06060606060606094,-0.22545065685230037,-0.178568882564879,0.7620636256460546,0.5735122155391363,2.0,1,-1.0440736647206,0.0003800724154861915,0
4.0,1.77879194278891,-0.7272727272727272,-0.3999108691867205,0.802721823782319,0.5793003172990429,0.3772862987455642,4.0,1,1.77879194278891,-2.8309756161760586,0
1.0,-0.38489331296671,-0.4242424242424237,-0.20552735283335724,-0.0069095525373355175,-0.4364212522663062,0.09689427221246308,4.0,0,0.0,0.38091137230449157,0
1.0,-0.164538524078349,-1.0909090909090875,0.4039846608037881,0.20088837800805565,0.7620636256460546,0.6370782486414711,4.0,0,0.0,0.3874451084123718,0
2.0,0.0198447352962968,-0.06060606060606019,0.21195398241136576,0.004367176712950006,-1.2294952701703517,0.02578447478762945,4.0,0,0.0,-0.0008795785041414464,0
1.0,1.69842464331829,-0.2727272727272726,-1.2547968436951114,-1.3785161745711292,-0.1529107429458636,-0.6038014785523996,3.0,1,1.69842464331829,-1.137933888013706,0
1.0,2.15424662927306,0.7878787878787901,-1.0469166529008107,0.41718669892195054,-1.0918733499171378,0.3810999731388241,2.0,0,0.0,3.1871889194484853,0
1.0,-0.756101878362195,-0.5151515151515147,-0.23894733129323456,0.39692125186254934,0.5793003172990429,0.15530125328323252,2.0,1,-0.756101878362195,0.8838273435562872,0
1.0,0.733697954423628,0.5151515151515151,-0.4239079648227322,-1.3743829609155787,-1.5341589292052435,0.3989990204650243,4.0,0,0.0,0.6824652144135998,1
1.0,-1.30710564010192,-0.3939393939393939,-0.013496674440934355,0.7803102727995294,0.22790469644081282,0.6370782486414711,4.0,0,0.0,1.2038761419109947,0
2.0,0.862465315791391,-1.1515151515151507,-0.9074419937881059,-0.015409942905840225,0.0,0.39776130356016864,2.0,0,0.0,-2.11231458446802,0
2.0,-0.0773140119425883,-0.2727272727272726,-1.6253615260390226,0.025929697233547867,-0.6701902757289223,0.39776130356016864,4.0,0,0.0,0.05590780153248586,0
4.0,1.73112417022803,0.6969696969696983,-1.2588706353121757,-0.20088837800805495,-0.1160360236660702,-0.20450273899853239,2.0,1,1.73112417022803,2.2429370233185115,0
1.0,0.0831176760965031,0.5454545454545449,-1.0469166529008107,-0.3897929038214171,0.18276330834701657,-0.3833618838683244,3.0,1,0.0831176760965031,0.08590340306807955,1
2.0,0.14599678806006,-1.1818181818181792,-0.4174813352447231,-0.7724422920481052,0.5793003172990429,0.5735122155391363,4.0,0,0.0,-0.36327365619893476,0
2.0,0.0722420578700267,0.18181818181818193,-0.5585215691192658,-1.594814495485025,0.5482899250410496,0.5735122155391363,4.0,1,0.0722420578700267,0.021925299702880364,0
1.0,-0.536687368357975,-0.7878787878787841,0.4039846608037881,0.40966207897981954,-0.1686323125112111,0.39776130356016864,4.0,1,-0.536687368357975,0.9251960517662958,0
4.0,-0.108398897185291,0.4242424242424241,-0.39755803122577976,0.7950878060882918,-1.04673196182334,0.3989990204650243,2.0,0,0.0,-0.07634394415673368,0
1.0,0.690402899368106,1.0909090909090873,0.21195398241136576,-0.8435497274916702,0.365526616694033,0.5735122155391363,4.0,1,0.690402899368106,1.4482144492670295,0
1.0,-1.29030880282798,0.09090909090909084,0.4039846608037881,-0.9628109157284531,0.18276330834701657,0.5735122155391363,4.0,0,0.0,-0.0797178032207184,1
2.0,-0.39690409554503,0.2727272727272723,0.4039846608037881,-0.4017940982283961,-2.080023596026621,0.3772862987455642,4.0,1,-0.39690409554503,-0.16808682741402464,0
1.0,-1.93864291222615,-0.5757575757575786,-0.5585215691192658,-0.2156659112968138,0.7620636256460546,0.36698626042696747,2.0,0,0.0,2.498158900565159,1
3.0,0.527941192285066,-0.33333333333333265,-1.2149502356572246,-0.3790218442240301,0.7620636256460546,0.5735122155391363,4.0,0,0.0,-0.4158701390545064,0
1.0,-1.37360691595547,0.8787878787878755,-0.6230086880780799,-0.5872898755428965,0.7620636256460546,0.5735122155391363,3.0,0,0.0,-2.2789381489083342,1
1.0,0.769494433525647,0.5757575757575752,-0.8079693216075776,-1.9691974564006023,0.18276330834701657,-0.772125857795981,4.0,1,0.769494433525647,0.8101071615860518,1
1.0,0.938462372904574,0.21212121212121168,0.4039846608037881,0.018910746944314445,-0.7012006679869133,-0.1270712432521272,2.0,1,0.938462372904574,0.2953576103052544,0
1.0,-0.0510645984076123,-0.8181818181818189,-1.0469166529008107,-0.19688190431668323,-0.13519666203354364,0.2015353867665964,4.0,1,-0.0510645984076123,0.09472231902206651,0
1.0,0.299946976723194,0.06060606060606094,-0.23187728643030941,0.5909000773332685,0.396537008952024,-0.1270712432521272,2.0,1,0.299946976723194,0.0049486100437923924,0
2.0,-0.0129235427244613,0.7272727272727267,-0.08831492273423436,-0.1930203972566315,-0.40884992881044196,0.3690094765406035,2.0,1,-0.0129235427244613,-0.013579923215868463,0
2.0,1.12675100312062,0.0,0.4039846608037881,-1.1712239136786364,-2.101609492613768,0.5735122155391363,2.0,1,1.12675100312062,-0.13066871535171395,0
2.0,0.198122633429328,-0.06060606060606019,0.4039846608037881,-1.1513018274285283,-0.33567405129288014,-0.6500356120357634,2.0,0,0.0,-0.044078489221612345,1
1.0,0.0292041992694942,0.06060606060606094,-0.19203067839242308,0.20440652425881475,0.7620636256460546,-0.5020338695814773,4.0,1,0.0292041992694942,0.004028312744592702,0
1.0,-1.20159227420402,0.3939393939393931,-1.6388582004799548,-0.1742190480642152,0.7620636256460546,-0.4060127796462592,3.0,1,-1.20159227420402,-0.812078765658192,1
1.0,0.84228148769496,-0.7878787878787841,0.03749377007694536,0.7950878060882918,0.0,0.6370782486414711,4.0,0,0.0,-1.4419148362343308,0
2.0,0.0134941928934927,-0.7272727272727272,-0.19203067839242308,-0.18199497327602665,-0.8839639763339304,0.39776130356016864,4.0,1,0.0134941928934927,-0.017576985473981517,0
1.0,-1.8855876625943,0.24242424242424263,0.21195398241136576,0.026888125447635813,0.0,0.3772862987455642,4.0,0,0.0,-0.6974458380214611,0
1.0,-1.02673954294106,0.6969696969696983,0.0,-0.38638415532255593,0.1517529160890256,-0.1270712432521272,4.0,1,-1.02673954294106,-1.324039262035218,1
1.0,1.91771736852421,0.30303030303030204,-1.4843212921644797,-1.9625218669206597,0.3345162244360422,-0.10917219592592681,2.0,0,0.0,0.9528575630917344,1
4.0,1.07876309847151,-0.6969696969696987,0.4039846608037881,0.579404552579188,-1.1376219202532187,0.6370782486414711,4.0,0,0.0,-1.6490562669319846,1
4.0,-0.33593420239744,0.5151515151515151,0.17853400395148805,0.18197763106374115,-0.3046636590348893,-0.9196593611008264,4.0,1,-0.33593420239744,-0.3067485404465876,0
2.0,0.851445110211676,1.4848484848484822,0.4039846608037881,0.40881304851762956,-0.9371445309938828,-0.42648778446086366,4.0,1,0.851445110211676,2.4650376669549896,0
2.0,0.685060263626366,0.18181818181818193,0.4039846608037881,0.40870365076573245,-0.1827633083470165,0.5735122155391363,4.0,0,0.0,0.17458476181398178,0
1.0,-0.402099750885953,0.36363636363636337,0.4039846608037881,0.20440652425881475,0.5793003172990429,-0.19622591679357182,4.0,0,0.0,-0.24443895187594766,0
2.0,1.50903564572314,0.09090909090909084,-0.4643979881455345,-0.3709915546290015,-1.5341589292052435,-0.6500356120357634,4.0,0,0.0,0.1017552939999925,1
2.0,-0.23986844270568,0.030303030303029846,-0.4309780096856575,-0.7911169012763382,-1.0157215695653474,-0.19919326902550796,4.0,0,0.0,0.017848292998275027,0
1.0,-1.03045477373093,-1.0000000000000022,0.03749377007694536,-0.7949784083363897,0.7620636256460546,-0.03171917925150158,4.0,0,0.0,2.215877776117969,0
1.0,-1.5492927805104,1.0000000000000018,-1.066839956919754,-0.9689634933432107,-2.113459246504288,-0.6032296996050212,4.0,1,-1.5492927805104,-2.951598262963316,0
1.0,0.449349538263662,-0.7878787878787841,-0.43740463926366646,0.20440652425881475,0.396537008952024,0.19622591679357224,4.0,0,0.0,-0.7674155597209877,0
1.0,-1.45204374557075,0.5151515151515151,-0.5385982651003232,0.5872898755428972,0.5793003172990429,0.6370782486414711,2.0,1,-1.45204374557075,-1.3389453615659543,0
