,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score
1_vs_4,logistic_regression,AST,0.9655377302436126,0.6871939661428863,0.3127682509430074,0.28,0.3888888888888889,0.32558139534883723,0.9865278628291488,0.9781420765027322,0.9823170731707318,0.6332639314145745,0.6835154826958105,0.6539492342597846,0.9714149673675627,0.9655377302436126,0.9682692511852368,,,,,,
2_vs_4,logistic_regression,AST,0.7805263157894737,0.5574944193306798,0.17267927997913385,,,,0.8942307692307693,0.8469945355191257,0.8699719363891487,0.576527149321267,0.5974103112378237,0.5833839445858054,0.8096212788759228,0.7805263157894737,0.7936490290983637,0.25882352941176473,0.34782608695652173,0.2967959527824621,,,
3_vs_4,logistic_regression,AST,0.8188932364449413,0.6374547271971474,0.3116530452798317,,,,0.9629111266620014,0.835458409228901,0.8946684005201561,0.6050666744421118,0.7311094863045914,0.6246250369134645,0.9061040699652722,0.8188932364449413,0.8517995825971262,,,,0.24722222222222223,0.6267605633802817,0.3545816733067729
