,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score
1_vs_4,logistic_regression,AST,0.9673202614379085,0.6925159469290203,0.3238994081453314,0.2978723404255319,0.3888888888888889,0.3373493975903615,0.9865525672371638,0.9799635701275046,0.9832470301553456,0.6422124538313478,0.6844262295081968,0.6602982138728536,0.9718214393909257,0.9673202614379085,0.9694310380149183,,,,,,
2_vs_4,logistic_regression,AST,0.7836842105263158,0.5581758334841753,0.17198369460242074,,,,0.8936305732484077,0.8518518518518519,0.8722412185265777,0.5771183169272341,0.5958864002342263,0.5836334737572855,0.8093383618281372,0.7836842105263158,0.7953804191301239,0.2606060606060606,0.33992094861660077,0.2950257289879932,,,
3_vs_4,logistic_regression,AST,0.820011179429849,0.6384638225897232,0.3131243776033103,,,,0.9629629629629629,0.8366727383120826,0.8953866146848602,0.605783157459135,0.7317166508461821,0.6256933073424301,0.9062614175392139,0.820011179429849,0.8525733674600139,,,,0.24860335195530725,0.6267605633802817,0.356
