,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score
1_vs_4,logistic_regression,AST,0.9649435531788473,0.6777656627622987,0.2919429020677671,0.2653061224489796,0.3611111111111111,0.3058823529411765,0.9859241126070991,0.9781420765027322,0.9820176775373363,0.6256151175280393,0.6696265938069217,0.6439500152392563,0.9705098240475671,0.9649435531788473,0.9675548898454398,,,,,,
2_vs_4,logistic_regression,AST,0.7826315789473685,0.5606574453284793,0.17820817288238297,,,,0.8950064020486556,0.848816029143898,0.8712994702399502,0.5791600057580556,0.6002973426351901,0.5862419517020394,0.8108915196681064,0.7826315789473685,0.7953841521451172,0.26331360946745563,0.35177865612648224,0.3011844331641286,,,
3_vs_4,logistic_regression,AST,0.8183342649524874,0.6369516987446449,0.3109210865160729,,,,0.9628851540616247,0.8348512446873103,0.894308943089431,0.6047112750917542,0.730805904033796,0.6240928413260276,0.9060258015588615,0.8183342649524874,0.851412703346107,,,,0.24653739612188366,0.6267605633802817,0.3538767395626243
