,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score
1_vs_4,logistic_regression,AST,0.9649435531788473,0.6777656627622987,0.2919429020677671,0.2653061224489796,0.3611111111111111,0.3058823529411765,0.9859241126070991,0.9781420765027322,0.9820176775373363,0.6256151175280393,0.6696265938069217,0.6439500152392563,0.9705098240475671,0.9649435531788473,0.9675548898454398,,,,,,
2_vs_4,logistic_regression,AST,0.7810526315789473,0.5568311517718655,0.17084416650285433,,,,0.8937939859245042,0.8482088646023073,0.8704049844236761,0.5759771116566141,0.5960411911944343,0.5826601193304821,0.8091543341457924,0.7810526315789473,0.7937739835093834,0.258160237388724,0.3438735177865613,0.29491525423728815,,,
3_vs_4,logistic_regression,AST,0.8188932364449413,0.6391445264836253,0.31533856367851815,,,,0.9635599159074982,0.8348512446873103,0.8945998698763826,0.6060893502189425,0.7343270307943595,0.6258713635096199,0.9068122129138985,0.8188932364449413,0.8519397827840626,,,,0.24861878453038674,0.6338028169014085,0.35714285714285715
