,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score
1_vs_4,logistic_regression,AST,0.9649435531788473,0.6855151637603397,0.30926912098117904,0.27450980392156865,0.3888888888888889,0.3218390804597701,0.9865196078431373,0.9775349119611415,0.9820067093626107,0.630514705882353,0.6832119004250152,0.6519228949111904,0.9712894516095208,0.9649435531788473,0.9678854766588065,,,,,,
2_vs_4,logistic_regression,AST,0.7810526315789473,0.5568311517718655,0.17084416650285433,,,,0.8937939859245042,0.8482088646023073,0.8704049844236761,0.5759771116566141,0.5960411911944343,0.5826601193304821,0.8091543341457924,0.7810526315789473,0.7937739835093834,0.258160237388724,0.3438735177865613,0.29491525423728815,,,
3_vs_4,logistic_regression,AST,0.8172163219675797,0.6376379401874345,0.31314875638355094,,,,0.9634831460674157,0.833029751062538,0.8935200260501465,0.6050292442665846,0.7334162839819732,0.6242748059244815,0.9065793405272055,0.8172163219675797,0.8507779117317067,,,,0.2465753424657534,0.6338028169014085,0.35502958579881655
