Sex,Age,DelinquentPeer,SchoolConnect,NeighborConnect,ParentalWarmth,SubstanceUseTrajectory,InFamilyCluster
-0.5,0.0996110321415811,-0.34609878497231866,0.597410346242585,0.26213061539877114,0.5908382841126184,3.0,0
0.5,1.11736769150465,0.032767148596554004,0.7970465672244349,-0.732128969584348,0.14734146763838618,3.0,0
-0.5,0.390398649102458,0.4093262048231114,-1.1755838695519005,-0.27457405806309054,0.6563246763958643,2.0,0
-0.5,-0.578893407433799,0.013233028785352353,-0.5938696609067052,-0.8652860021727218,0.4110529649182047,3.0,1
-0.5,-0.578893407433799,0.32851966997764676,0.6166471691758514,0.26213061539877114,0.6563246763958643,3.0,0
-0.5,1.35969070563872,-0.2538138253063874,-0.0070989104472096495,0.26213061539877114,-0.7954521361158869,3.0,0
-0.5,-1.06353943570193,-0.6234409437734427,-0.570326554226868,-0.005740415016881546,-0.4393721771540078,1.0,0
-0.5,-0.191176584819295,-1.4803897083366246,-0.5777727370632249,-1.8066716787252899,-0.6415261694063805,1.0,0
-0.5,0.535792457582897,0.18187051396563136,-0.19963622098185047,0.47138732236699726,-0.6204326052518895,3.0,0
-0.5,0.826580074543775,0.4093262048231114,0.1953299372352797,0.08322905757815062,-0.11247033832233955,2.0,0
0.5,-1.16046864135555,0.20151255689863073,0.3949661582171303,0.6502888801876132,-0.6220425997329385,3.0,0
0.5,0.0026818264879566,0.4093262048231114,-0.8197309712536381,-0.12602764939007327,0.5908382841126184,3.0,0
0.5,-1.3543270526628,0.049994391065441,0.8041454776716498,-0.09567250024247,0.6563246763958643,2.0,0
-0.5,0.778115471716962,-0.13828513704783738,-0.39043858643977114,0.47138732236699726,-0.4393721771540078,1.0,0
0.5,-1.88743768375775,0.20151255689863073,-0.21115205919102512,0.2515729245869419,-0.11669183144914488,1.0,0
-0.5,-0.0942473791656698,0.4093262048231114,0.19987284935560432,0.17890155782062056,0.6563246763958643,1.0,0
-0.5,0.390398649102458,-0.40932620482311205,-0.18812038277267584,0.44103217321939175,0.14734146763838618,3.0,0
-0.5,0.0026818264879566,0.013233028785352353,0.0035582251113306022,-0.09567250024247,-0.7954521361158869,1.0,0
0.5,-0.530428804606986,-0.019534119811202327,0.6045092566897947,0.44103217321939175,0.4097778560147359,1.0,0
0.5,-0.481964201780173,-0.5734465527080017,0.3871345294776457,-1.3881582647888466,-1.8467202357237833,1.0,1
-0.5,1.11736769150465,0.4093262048231114,1.4057361233024426,0.47138732236699726,0.6563246763958643,3.0,0
-0.5,-1.30586244983599,0.4093262048231114,0.0,0.26213061539877114,-0.13091012412449762,1.0,0
0.5,-1.45125625831643,0.049994391065441,0.7970465672244349,0.6502888801876132,-0.37618183560215745,1.0,0
0.5,-0.142711981992483,0.18827952811327842,0.0,0.47138732236699726,-0.860733899301941,2.0,0
0.5,0.0996110321415811,-0.5671454616821517,-0.1725524289661338,-1.272200045042963,-0.8803543487890645,1.0,0
0.5,1.26276149998509,0.013233028785352353,0.4063713524109111,0.47138732236699726,0.4110529649182047,2.0,0
0.5,-1.3543270526628,-0.3828601472524074,0.3899271561782834,-0.17890155782062056,0.6563246763958643,1.0,0
-0.5,0.24500484062202,0.4093262048231114,-0.6164258811450631,-0.6031553867739499,-0.6447584296242077,1.0,0
-0.5,0.826580074543775,-1.5240830083762134,1.4057361233024426,0.2924857645463744,-0.5543642094929703,3.0,0
-0.5,1.06890308867784,0.4093262048231114,-0.6008579273385212,-0.8652860021727218,-0.13091012412449762,2.0,0
0.5,0.438863251929273,0.4093262048231114,0.5792381736477749,-0.06531735109486672,-1.0543349108959035,2.0,1
-0.5,-0.675822613087425,0.18187051396563136,0.5939803049220997,-0.6863844443521011,0.3621469680325768,2.0,0
-0.5,0.826580074543775,-1.2342797054951882,-0.40624316862006676,0.44103217321939175,-0.25348904707318504,1.0,0
0.5,-1.25739784700918,0.4093262048231114,-1.9994776004182988,-0.8278014698268173,-0.5314188370283562,2.0,0
0.5,0.778115471716962,0.22104667670983305,-1.0112813953468,-0.23038649806974904,-1.1495201452548796,3.0,0
0.5,-1.3543270526628,0.4093262048231114,-0.9612405968466307,-1.2745740580630875,-0.23174831339164464,1.0,0
-0.5,0.778115471716962,-0.1555123795167246,0.030531373111653288,-0.5228722626161234,-0.11669183144914488,1.0,0
0.5,-1.11200403852874,0.0,-0.8082151330444629,0.12741661757149214,0.4110529649182047,1.0,1
-0.5,0.24500484062202,-0.9827727575311132,-0.37572933528386415,0.6502888801876132,-0.3949434232120293,1.0,0
0.5,-1.40279165548962,0.4093262048231114,-0.1952192932198853,0.17890155782062056,0.6563246763958643,3.0,0
0.5,1.06890308867784,-1.2538138253063904,1.199000991873384,-1.2092567069682232,-1.4470420714355865,1.0,0
-0.5,0.438863251929273,-0.32656466516111643,-1.1834154982913854,0.47138732236699726,-0.05068788529376289,3.0,0
-0.5,-0.336570393299734,0.049994391065441,1.0037816986534935,0.08322905757815062,0.6563246763958643,3.0,0
-0.5,0.535792457582897,0.4093262048231114,1.0184909498094024,0.052873908430547345,0.6563246763958643,3.0,0
0.5,1.55354911694597,-0.7789533232901671,-1.1649289334258472,-0.030355149147603226,-0.6696734877150975,2.0,0
-0.5,0.875044677370589,-0.5711396753656864,-0.021951685736927296,-0.9023441789677629,-0.13091012412449762,1.0,0
-0.5,0.632721663236524,-0.5843727041510387,0.8006047923357673,-1.3295439413414156,-0.11669183144914488,3.0,1
0.5,-0.0942473791656698,0.4093262048231114,0.0,0.44103217321939175,-0.40916171588738165,2.0,0
0.5,1.45661991129234,-0.6039068239622405,0.9959347295710443,0.47138732236699726,0.3780730846329804,2.0,0
-0.5,0.293469443448834,-0.13828513704783738,0.2181403256228419,0.6502888801876132,0.3801574230386514,1.0,0
0.5,-0.43349959895336,-1.8014251671773363,0.4137068912318744,0.26213061539877114,-0.6589767222995608,1.0,0
0.5,0.535792457582897,-0.5976057329363904,0.8083257770598566,-1.120287234373194,-0.11669183144914488,3.0,0
-0.5,-1.11200403852874,-0.34609878497231866,-0.21865175588432922,0.47138732236699726,-1.5826869366362502,1.0,0
-0.5,1.16583229433147,-0.17504649932792668,-0.7890889541265912,0.47138732236699726,0.6563246763958643,1.0,0
0.5,1.26276149998509,0.4093262048231114,0.20673513142906036,-1.3881582647888466,0.17800343078627875,2.0,0
0.5,0.341934046275646,-0.20781364792448095,-0.41741173444009383,-0.9167709424218494,-0.8548630868580773,3.0,0
0.5,-0.288105790472922,0.4093262048231114,0.6165365251604578,0.47138732236699726,0.6563246763958643,3.0,0
-0.5,0.971973883024213,-0.1555123795167246,0.6085789120626132,0.47138732236699726,0.6563246763958643,3.0,0
0.5,-0.385034996126547,0.049994391065441,0.7971572112398303,0.26213061539877114,0.6563246763958643,3.0,0
-0.5,0.148075634968395,0.4093262048231114,-0.42011125690078943,-0.393898679805726,-0.25686474622557104,1.0,0
0.5,1.50508451411916,0.4093262048231114,0.007098910447209625,-0.7017738204367447,-0.3949434232120293,3.0,0
0.5,0.72965086889015,0.20151255689863073,0.22609793872068656,-0.09567250024247,-0.05068788529376289,3.0,0
0.5,-0.191176584819295,-0.534378313085597,-0.5970630738534378,-1.776316529577692,-0.4393721771540078,3.0,0
-0.5,0.826580074543775,0.4093262048231114,0.007098910447209625,-0.3505180412305766,0.6563246763958643,3.0,0
-0.5,-0.0457827763388576,-1.442093353419668,0.004306283746571927,0.47138732236699726,0.14734146763838618,1.0,1
0.5,0.778115471716962,-0.4023942670636097,-1.1840375725682684,0.6502888801876132,-0.3432019553169332,1.0,0
0.5,0.148075634968395,0.4093262048231114,-0.5702159102114742,0.0,0.6563246763958643,2.0,1
0.5,-0.0942473791656698,0.4093262048231114,0.20673513142906036,-1.0000000000000007,0.6563246763958643,3.0,0
-0.5,-0.43349959895336,-0.21411473895033095,-0.597410346242585,-0.22801248504962146,-1.2520742475399143,1.0,0
0.5,-0.191176584819295,0.22104667670983305,0.8161727461423058,0.12741661757149214,0.4110529649182047,3.0,0
-0.5,0.875044677370589,-0.5711396753656864,-1.3784310432559348,0.44103217321939175,0.14734146763838618,3.0,0
-0.5,-1.3543270526628,-0.24058079652103526,0.39876101170221373,-0.3049292072106939,-0.37618183560215745,1.0,0
-0.5,0.535792457582897,-0.534378313085597,-0.9916437861674396,0.6502888801876132,0.4110529649182047,1.0,0
0.5,-1.20893324418237,0.4093262048231114,0.8085624054336119,-1.370818478705755,-0.13091012412449762,3.0,0
-0.5,-0.336570393299734,0.4093262048231114,1.4057361233024426,0.173161142803739,0.5908382841126184,1.0,0
0.5,0.0026818264879566,-0.18827952811327892,-0.19952557696645698,-0.6161707498384659,0.39229137730833274,2.0,1
0.5,-1.25739784700918,0.4093262048231114,0.23016759409350404,-0.43964320503797294,0.3926131791160468,3.0,0
0.5,-1.93590228658456,0.049994391065441,0.6017012896461907,0.6502888801876132,0.17800343078627875,2.0,0
-0.5,1.02043848585103,0.013233028785352353,-0.40980139373139646,0.08322905757815062,-0.13091012412449762,3.0,1
-0.5,1.60201371977278,-0.3765590562265574,0.05000482441867316,-0.6031553867739499,0.5908382841126184,3.0,1
-0.5,-0.530428804606986,-0.534378313085597,0.7998391939250743,0.6502888801876132,0.6563246763958643,3.0,0
