Race,Model,Accuracy,Best Params
2.0,CatBoost,0.7232704402515723,"{'learning_rate': 0.1, 'l2_leaf_reg': 3, 'iterations': 1000, 'depth': 6, 'border_count': 32, 'bootstrap_type': 'Bernoulli'}"
