Race,Age,DelinquentPeer,SchoolConnect,NeighborConnect,ParentalWarmth,AntisocialTrajectory,Is_Male,InFamilyCluster
1.0,-0.03125000000000083,0.4039846608037881,0.588188238249958,0.5629619795461355,0.1430207449623763,4.0,1,0
1.0,0.5937499999999994,-0.8349626704894462,-0.18136443034866173,0.3853532491812858,-0.772125857795981,4.0,1,0
1.0,-0.2500000000000003,0.19203067839242238,-0.20796024511341402,0.41548903763287215,-0.011244174436896305,3.0,1,0
4.0,-0.12499999999999999,-0.22545065685230037,0.41310750594491563,-0.13374049062482973,-0.1270712432521272,4.0,1,0
1.0,0.09374999999999979,-0.4174813352447231,-1.1857072850959474,-0.6512885165608546,-1.0302892630132625,4.0,0,0
2.0,0.3749999999999997,0.17199730106651576,0.7882576595823734,-0.664209824442612,0.14924190748043586,4.0,1,0
2.0,-0.2500000000000003,0.0,-0.4019475622279424,0.251612758556456,-0.1270712432521272,4.0,1,0
1.0,-0.4687500000000006,0.4039846608037881,0.607112177369693,-0.2812134325380932,0.6370782486414711,4.0,1,0
1.0,0.5312499999999994,0.4039846608037881,0.4095869054281969,0.7707064983625693,0.17278355974703127,4.0,1,0
1.0,0.28125000000000017,-0.4509013137046008,-0.2005398500491422,0.7707064983625693,-0.3833618838683244,3.0,1,0
1.0,0.6874999999999996,0.4039846608037881,-0.5904952001227968,-0.7339161215185493,-0.1270712432521272,4.0,1,0
5.0,0.8124999999999986,0.4039846608037881,0.38716579111132254,-0.26593526737956885,0.5735122155391363,4.0,0,0
1.0,-0.37500000000000044,-0.6159386432151551,-0.9629765521668289,-0.9870745939450978,0.0,4.0,0,0
2.0,-1.0937500000000033,0.4039846608037881,0.7848638874438926,0.3853532491812858,0.6370782486414711,4.0,0,0
1.0,-0.8437499999999989,-0.22545065685230037,-0.38605555552610216,-1.4306185916895116,-0.008276822204960664,4.0,0,0
1.0,0.0,-1.3999108691867186,-0.3790317088029122,-0.13374049062482973,-0.1270712432521272,4.0,1,0
1.0,0.7812500000000004,-0.19203067839242308,0.7927373569146449,-0.6512885165608546,-0.05076426782786852,4.0,1,0
4.0,-1.2500000000000004,-0.7839722259715666,0.015403338603015394,0.41548903763287215,-0.1270712432521272,4.0,1,0
1.0,-0.12499999999999999,-1.066839956919754,-0.17775171007419957,0.5930977679977242,0.1430207449623763,4.0,0,0
1.0,0.8437499999999968,-0.8173922044314436,-0.5533722924283837,-1.4607543801411003,-1.371476891226515,4.0,0,0
1.0,0.12499999999999986,-0.8508121828913207,-0.17871080688975322,-0.6900478817785295,-0.010854990916686067,2.0,1,0
1.0,-0.18750000000000078,-1.066839956919754,0.5917088387666776,-0.3485628723372636,-1.2265151798068363,2.0,0,1
1.0,-0.9374999999999997,0.0,1.1903320501885553,0.7707064983625693,0.6370782486414711,3.0,0,0
1.0,0.24999999999999878,-1.4843212921644797,-1.9598816575395888,0.3552174607296995,-0.10917219592592681,2.0,0,1
1.0,0.9374999999999974,0.01992330401894268,-0.910340831801409,0.3853532491812858,0.3772862987455642,4.0,1,0
1.0,1.0000000000000002,0.17853400395148805,0.004624765092607992,0.3853532491812858,0.36698626042696747,4.0,1,1
2.0,0.0,0.4039846608037881,0.004009268615543489,0.41548903763287215,0.5735122155391363,4.0,0,0
2.0,0.24999999999999878,-0.629435317656089,0.6141360240928829,0.06027157690317272,-0.1270712432521272,4.0,1,0
1.0,0.2187499999999994,0.17853400395148805,0.5987326854898676,0.23788030726802248,0.6370782486414711,4.0,0,0
1.0,0.7187499999999978,-0.8079693216075776,0.985782931523871,-0.31134922098967954,-0.602371562314162,4.0,0,0
1.0,-0.1562500000000007,-0.17210737437347995,0.19665829488368547,0.29702671216656673,-0.11295753054027087,2.0,1,0
3.0,-0.5000000000000001,-1.2213768652352293,-0.18649215660276242,0.2077445188164361,-0.42648778446086366,4.0,0,0
1.0,-0.2812500000000003,0.21195398241136576,-0.37878022822216617,0.5629619795461355,-1.6418812445545645,2.0,0,0
1.0,-0.1562500000000007,0.4039846608037881,-0.9965788593445232,0.5629619795461355,-0.3833618838683244,4.0,0,1
2.0,-1.2500000000000004,0.4039846608037881,0.19750791763124784,0.7707064983625693,0.6370782486414711,4.0,0,0
1.0,0.343749999999999,-1.292290613772058,0.6141360240928829,0.12511691385874202,0.6370782486414711,4.0,1,0
1.0,-0.43750000000000056,-0.6269611371392861,-0.9737377713669881,0.5629619795461355,-1.2802970741869306,4.0,1,0
1.0,0.343749999999999,0.4039846608037881,0.7996517295698469,0.14747294191326338,-0.002967352231935639,2.0,1,0
1.0,0.6562500000000016,-1.174460212334421,1.6144605030994423,-0.31134922098967954,0.6370782486414711,4.0,1,0
1.0,0.7500000000000023,-0.22545065685230037,0.2199524572677014,-0.5190937398061155,-0.3651504714285742,4.0,1,0
2.0,-0.09375000000000057,0.17199730106651576,0.5909513357768577,-0.7224005730057447,0.5735122155391363,4.0,0,0
1.0,0.4062499999999998,-1.4843212921644797,-0.38605555552610216,0.41548903763287215,0.3989990204650243,4.0,1,0
1.0,-0.18750000000000078,0.03749377007694536,-0.014805196436199075,0.5930977679977242,-0.3971632314666309,2.0,1,0
1.0,0.4687499999999999,-0.6159386432151551,0.014897316193941523,0.3027256442235917,0.6370782486414711,4.0,1,0
1.0,-0.03125000000000083,-0.8349626704894462,-2.1441867856202497,-1.4607543801411003,-0.3833618838683244,4.0,0,0
1.0,0.8750000000000012,-1.79339510879543,-0.7267537792383015,0.0,-0.1270712432521272,1.0,1,0
1.0,0.4062499999999998,0.4039846608037881,0.39819283544072503,0.41548903763287215,0.3690094765406035,4.0,1,0
1.0,-0.9062500000000016,-0.23187728643030941,0.20855838728022955,0.7707064983625693,-1.2825889176077332,4.0,0,0
2.0,-0.2812500000000003,0.4039846608037881,-0.3910412752674486,-0.8862768520821608,-0.1270712432521272,4.0,0,0
2.0,0.2187499999999994,-1.009422882823864,-1.0044696831255238,-1.2271718039887458,-0.07199326215212327,4.0,0,0
4.0,-0.4687500000000006,0.03749377007694536,-0.9852942634250429,0.3853532491812858,-0.3833618838683244,2.0,1,0
2.0,-0.4062499999999999,-0.7505522475116889,-0.7584274335021428,0.3853532491812858,-0.1270712432521272,3.0,0,0
3.0,0.9062499999999994,0.4039846608037881,-2.349602881342747,-1.1494051591514238,0.37197682877253996,4.0,1,0
1.0,-0.21875000000000017,0.21195398241136576,0.018056962061923552,-1.517543927762877,-0.6339578756913322,4.0,1,0
2.0,-1.1250000000000013,0.4039846608037881,0.004009268615543489,-0.26593526737956885,-0.42648778446086366,4.0,1,0
1.0,0.31249999999999956,-1.6587815044988985,-0.9742611480863093,-0.17760873036484975,-0.8592079751076691,3.0,1,0
1.0,-0.874999999999997,0.4039846608037881,-0.40134942006112606,-0.08262760495769479,-0.3977359574412985,4.0,0,0
1.0,-0.2500000000000003,0.21195398241136576,-0.7535511878287888,-1.5046226198811217,-1.2802970741869306,2.0,1,0
2.0,-0.1562500000000007,0.21195398241136576,0.8110457995573118,0.12511691385874202,0.39776130356016864,4.0,0,1
5.0,-0.03125000000000083,-0.3289971206498974,0.20855838728022955,0.3853532491812858,-0.002967352231935639,2.0,1,0
2.0,-0.8437499999999989,-0.3999108691867205,-0.054443479753985925,-1.2271718039887458,0.5735122155391363,4.0,0,0
4.0,-0.7812500000000026,0.0,-0.5989841660706137,0.3853532491812858,-0.6309905234593965,4.0,0,0
1.0,-0.874999999999997,0.19203067839242238,0.004009268615543489,0.5930977679977242,0.380787608025274,4.0,1,0
1.0,0.0,-0.7505522475116889,-0.5792106042033172,-0.2788565752613262,-0.772125857795981,4.0,1,0
1.0,0.5625000000000001,-0.17210737437347995,-0.5792106042033172,0.3853532491812858,-0.3833618838683244,4.0,1,0
1.0,-0.09375000000000057,0.4039846608037881,0.20505514107375908,0.17760873036484975,0.6370782486414711,4.0,1,0
1.0,0.6249999999999989,-0.17210737437347995,-0.5988595138681073,0.03013578845158636,0.3772862987455642,2.0,1,0
5.0,-0.06250000000000039,0.4039846608037881,0.20855838728022955,0.5930977679977242,0.5735122155391363,4.0,0,0
2.0,0.43749999999999917,0.03749377007694536,0.22311210313568264,-0.9301450918221806,0.5735122155391363,4.0,0,0
1.0,0.5312499999999994,-0.4843212921644779,0.19727379136075004,0.5930977679977242,-0.6325533055719647,4.0,0,0
1.0,-1.2500000000000004,-0.17446021233442047,-0.18914578006167088,0.04386823974001989,0.36698626042696747,4.0,0,1
1.0,0.9374999999999974,-0.19203067839242308,0.20855838728022955,0.3853532491812858,0.14270837984882706,4.0,0,0
2.0,-0.21875000000000017,-0.3289971206498974,0.004009268615543489,0.03013578845158636,0.14999178331020835,2.0,1,0
1.0,0.8437499999999968,0.4039846608037881,0.22748232639996446,-0.13374049062482973,0.6370782486414711,4.0,0,0
1.0,-0.21875000000000017,0.4039846608037881,-0.5652723848249287,0.7707064983625693,0.5735122155391363,4.0,0,0
1.0,0.15624999999999928,-0.6429319920970232,-1.1640050703147997,-0.664209824442612,-0.62802317122746,4.0,0,0
1.0,0.43749999999999917,0.4039846608037881,0.22782592673845375,0.5930977679977242,0.17278355974703127,4.0,0,0
1.0,-1.0000000000000024,0.4039846608037881,0.6140265500248915,-0.2602363353225442,0.17575091197896775,4.0,0,1
2.0,-0.2500000000000003,0.4039846608037881,0.4037515629392882,-0.5261716027021133,0.5735122155391363,4.0,0,0
1.0,0.03124999999999961,-1.4468275220875333,-1.3719479611179646,-0.26593526737956885,-0.3833618838683244,3.0,1,0
1.0,-0.09375000000000057,-0.4239079648227322,0.004009268615543489,0.3853532491812858,-0.42648778446086366,4.0,0,0
2.0,-0.03125000000000083,0.4039846608037881,0.7927373569146449,0.7707064983625693,0.18106038195199192,4.0,0,0
1.0,0.7500000000000023,0.21195398241136576,0.004009268615543489,0.41548903763287215,-0.11326989565382035,4.0,1,1
2.0,0.6874999999999996,0.21195398241136576,1.1903320501885553,0.5930977679977242,-1.584341860336949,4.0,1,0
2.0,0.6874999999999996,0.4039846608037881,-0.37879758253241436,-0.6455895845038303,-0.15527590716436207,4.0,0,0
4.0,0.49999999999999933,0.4039846608037881,-0.38667105200316676,-0.2602363353225442,-0.6227137012544359,4.0,1,0
1.0,0.7812500000000004,0.19203067839242238,-0.35232641997016906,-0.3552174607296994,0.380787608025274,4.0,0,0
1.0,-0.2500000000000003,-0.21195398241136623,0.1818704527577346,-0.10360470217324345,0.6370782486414711,4.0,1,0
1.0,-0.03125000000000083,-0.19203067839242308,0.20855838728022955,0.3853532491812858,0.3989990204650243,4.0,0,0
1.0,0.3749999999999997,-0.6095120136371462,-0.8401289208767929,-0.08262760495769479,-0.5089459211036298,4.0,0,0
5.0,-0.1562500000000007,0.0,1.1904415242565485,0.7707064983625693,0.3989990204650243,4.0,1,0
1.0,-0.9374999999999997,-0.3799875651677771,-0.17108881799974696,-0.752536361457331,0.6370782486414711,2.0,1,0
5.0,-0.5625000000000008,-1.292290613772058,-0.9628670780988383,0.3853532491812858,-1.2494651682368592,2.0,0,0
2.0,0.2187499999999994,-0.36649089072684343,0.011267241609231317,0.41548903763287215,0.5735122155391363,4.0,0,0
4.0,0.3749999999999997,-1.060413327341743,0.20855838728022955,-0.5563073911536996,0.19325856456163656,2.0,1,0
5.0,-0.06250000000000039,0.21195398241136576,-0.5804741296022092,-0.4564653056261759,0.2015353867665964,3.0,1,1
1.0,0.15624999999999928,-0.22545065685230037,0.015403338603015394,0.3027256442235917,-0.1270712432521272,4.0,0,0
4.0,0.7187499999999978,-0.5585215691192658,-0.580169701018871,-0.23579947892798236,0.1289070322505206,4.0,1,0
1.0,-0.5312500000000001,-0.629435317656089,0.022933207735278384,0.3853532491812858,-1.5030111809574918,4.0,0,1
1.0,-0.7812500000000026,-0.4309780096856575,-0.18914578006167088,-0.08832653701471904,-0.5955246563474389,4.0,1,0
1.0,-0.03125000000000083,0.0,-0.19340652925796095,0.3853532491812858,0.6370782486414711,4.0,1,0
1.0,0.43749999999999917,0.4039846608037881,0.20855838728022955,-0.31134922098967954,-0.3833618838683244,2.0,1,1
1.0,-0.4062499999999999,0.21195398241136576,-0.20019624971065317,0.5629619795461355,0.37197682877253996,4.0,0,0
1.0,0.49999999999999933,0.21195398241136576,-0.38605555552610216,0.5629619795461355,-0.3651504714285742,4.0,0,0
2.0,-0.4062499999999999,0.4039846608037881,0.6140265500248915,0.41548903763287215,-0.002967352231935639,2.0,1,0
1.0,-0.21875000000000017,0.4039846608037881,-0.19351600332595228,-0.6074202768208347,-0.20450273899853239,4.0,1,0
5.0,-0.3125000000000004,-1.2747201477140548,0.4096963794961884,0.3853532491812858,-0.42648778446086366,3.0,0,0
1.0,0.3749999999999997,0.4039846608037881,-0.9736456516092448,-1.638363110505953,-0.42648778446086366,4.0,1,0
1.0,-0.5937500000000002,-0.11487932809282508,-0.5955903939321346,0.251612758556456,-0.1270712432521272,4.0,1,0
1.0,-0.21875000000000017,0.0,-0.38616502959409366,-0.6017213447638105,-0.22198504546233105,4.0,1,0
1.0,0.9062499999999994,-0.4039846608037888,-1.1673988424532717,0.5930977679977242,0.5735122155391363,4.0,0,0
1.0,-0.6250000000000003,-0.7505522475116889,-0.5904952001227968,-0.4736797861960048,0.380787608025274,4.0,0,0
1.0,0.49999999999999933,0.4039846608037881,-0.3453199275572272,-0.9870745939450978,0.3810999731388241,4.0,0,0
2.0,-0.5000000000000001,-0.5385982651003232,-0.9743706221543007,-0.8094658635802464,-1.764345793804362,4.0,1,0
1.0,-0.3125000000000004,0.01992330401894268,-0.18161591092940774,0.3853532491812858,-0.1270712432521272,4.0,1,0
1.0,-1.0312500000000004,0.03749377007694536,-0.3935854246583652,0.5629619795461355,0.6370782486414711,4.0,1,0
1.0,0.343749999999999,0.17853400395148805,0.004118742683534983,0.089415484525959,-0.1270712432521272,2.0,1,0
2.0,-0.9374999999999997,0.4039846608037881,0.5943624622255856,0.12511691385874202,0.6370782486414711,4.0,1,0
1.0,-0.37500000000000044,-0.6159386432151551,0.6254206200123625,0.41548903763287215,-0.2302618676672916,4.0,1,0
1.0,-0.12499999999999999,-0.013496674440934355,0.8031723300865595,-1.1192693706998351,0.3690094765406035,4.0,0,0
3.0,0.03124999999999961,0.4039846608037881,-0.5717902091390448,0.41548903763287215,0.3690094765406035,4.0,0,0
1.0,0.5312499999999994,-1.066839956919754,-2.156213706395037,-0.14747294191326335,-0.42648778446086366,4.0,1,0
1.0,-0.8437499999999989,0.4039846608037881,-0.37525962770544746,-0.44354399774441844,-0.1270712432521272,4.0,0,0
1.0,-0.2812500000000003,-0.6564286665379575,-1.1857072850959474,-0.39397682594737354,-0.8189396180480081,3.0,1,0
1.0,0.4687499999999999,0.4039846608037881,-0.5792106042033172,0.0,-0.5158352171797846,4.0,1,1
5.0,-0.7499999999999981,0.4039846608037881,0.19727379136075004,0.5930977679977242,-0.19091644682054737,4.0,0,0
2.0,0.6874999999999996,0.03749377007694536,-2.06742363286491,-0.26593526737956885,0.5735122155391363,2.0,1,0
2.0,-1.0937500000000033,0.4039846608037881,-1.174422689176467,-0.26593526737956885,-1.2799847090733816,4.0,0,0
2.0,-0.3125000000000004,-0.4843212921644779,0.16780540500110638,0.0,-0.9097445126990251,4.0,0,0
2.0,0.4062499999999998,0.0,-0.17083733741900095,0.0949811254071557,-0.023442357046540935,4.0,1,0
4.0,-1.1250000000000013,-0.5784448731382091,-0.37477095960662266,-0.9870745939450978,-0.42648778446086366,3.0,0,0
1.0,0.6562500000000016,-0.38406135678484615,-0.7510070384378713,-0.13374049062482973,0.3989990204650243,4.0,0,1
1.0,0.15624999999999928,0.4039846608037881,-0.36774711288343265,0.5930977679977242,-0.1270712432521272,4.0,1,0
3.0,0.12499999999999986,-1.4134075436276576,-0.5792106042033172,0.0,-0.42648778446086366,1.0,1,0
4.0,0.5625000000000001,0.4039846608037881,0.3950331895727438,0.5629619795461355,-0.1270712432521272,4.0,1,0
1.0,-0.2500000000000003,-0.4174813352447231,-0.5758168320648374,-0.3089923637129125,-0.3833618838683244,3.0,1,0
2.0,0.5937499999999994,0.03749377007694536,0.20879251355072734,0.3853532491812858,0.380787608025274,4.0,0,0
1.0,0.09374999999999979,0.4039846608037881,-0.37477095960662266,0.5629619795461355,-0.2493069562436591,4.0,0,0
5.0,-0.12499999999999999,0.21195398241136576,-1.17528966623428,-1.4349163228051873,-0.5560045629564667,4.0,0,0
1.0,-0.6250000000000003,0.19203067839242238,0.7996517295698469,0.7707064983625693,0.6370782486414711,4.0,0,0
1.0,0.09374999999999979,0.4039846608037881,-0.3935854246583652,-1.638363110505953,-0.20450273899853239,4.0,1,1
5.0,-0.7499999999999981,0.4039846608037881,-0.9811581664312596,-0.7339161215185493,-0.1270712432521272,4.0,1,0
1.0,0.12499999999999986,-0.22545065685230037,0.018056962061923552,0.7707064983625693,0.17278355974703127,4.0,0,0
4.0,-0.9374999999999997,0.4039846608037881,0.1853736989642051,0.3853532491812858,-0.3833618838683244,4.0,1,0
5.0,0.9687500000000021,0.4039846608037881,0.39057084655071955,-0.05249181650610769,0.36698626042696747,4.0,1,1
2.0,0.31249999999999956,0.4039846608037881,-0.7569623142775159,-0.40770927723580785,0.3772862987455642,4.0,0,0
1.0,0.9374999999999974,-1.8508121828913202,-1.564487513318109,-0.8288972469257051,-0.25073687248189647,1.0,0,0
1.0,-0.874999999999997,0.4039846608037881,0.2199524572677014,-0.05249181650610769,0.6370782486414711,4.0,0,1
1.0,-0.5625000000000008,-0.23894733129323456,-1.1860508854344314,0.3853532491812858,-0.6038014785523996,2.0,1,0
5.0,-0.09375000000000057,0.21195398241136576,0.7848638874438926,0.3853532491812858,-0.45380969524219206,4.0,0,0
1.0,-0.06250000000000039,0.21195398241136576,-0.38230082873888566,0.23788030726802248,-0.7873071633417854,4.0,0,1
1.0,-0.4687500000000006,-1.4269042180685898,0.004009268615543489,0.3853532491812858,-0.20450273899853239,4.0,0,0
2.0,-0.5312500000000001,-1.234873539676168,-1.5500606258408949,0.7707064983625693,0.5735122155391363,2.0,1,0
1.0,0.0,0.4039846608037881,-0.9658643018962358,0.0,-0.6500356120357634,3.0,0,0
1.0,0.2187499999999994,-0.8079693216075776,-0.5867404733355802,0.41548903763287215,0.6370782486414711,4.0,0,0
1.0,0.9062499999999994,0.01992330401894268,0.03895204281535831,0.41548903763287215,0.3772862987455642,4.0,1,0
3.0,-0.37500000000000044,-0.4174813352447231,1.201726120176029,-0.2788565752613262,-0.05076426782786852,4.0,0,1
1.0,0.8124999999999986,0.21195398241136576,-0.8401289208767929,0.2077445188164361,-1.0299000794930564,4.0,0,0
4.0,0.4062499999999998,0.4039846608037881,0.004009268615543489,0.2077445188164361,-0.22651517980683594,4.0,0,0
1.0,-1.3749999999999993,0.25831764267249513,0.59958230823743,0.0949811254071557,0.3772862987455642,2.0,0,1
1.0,-0.8125000000000008,-0.43740463926366646,-0.3791411828709037,0.251612758556456,0.3690094765406035,4.0,0,0
1.0,-0.7187499999999999,-0.19203067839242308,-1.5882876981112024,0.3552174607296995,-1.028416498412179,3.0,0,1
5.0,0.43749999999999917,-0.5720182435602001,-0.5647490081056066,-0.42981154645598496,-0.22651517980683594,4.0,1,0
1.0,0.28125000000000017,-0.23187728643030941,0.18526422489621364,0.3552174607296995,-0.1270712432521272,4.0,1,0
1.0,0.49999999999999933,-0.013496674440934355,-0.37125035908990317,-0.7339161215185493,-0.002967352231935639,3.0,1,0
4.0,0.3749999999999997,0.4039846608037881,-1.1858341134741879,-0.6455895845038303,-0.11295753054027087,4.0,1,0
1.0,1.0000000000000002,-0.8079693216075776,-1.148601731711779,0.0949811254071557,-0.6500356120357634,4.0,0,0
5.0,0.8124999999999986,-1.1879568867753534,0.8040219528341254,-0.5629619795461361,-0.3833618838683244,4.0,1,0
3.0,-0.03125000000000083,-0.6230086880780799,1.3948811688532399,0.0,0.1248093325226269,3.0,1,0
2.0,-0.09375000000000057,-0.8748092785273324,0.390662966308462,0.5629619795461355,0.6370782486414711,4.0,0,0
1.0,-0.5000000000000001,-1.4843212921644797,-0.5906046741907882,-0.26593526737956885,-0.022012440808303408,2.0,1,1
5.0,0.7187499999999978,0.19203067839242238,0.5987326854898676,-0.8351639664150251,0.36698626042696747,4.0,1,0
4.0,0.6562500000000016,0.4039846608037881,0.7996517295698469,0.3853532491812858,0.3772862987455642,4.0,0,0
1.0,-0.1562500000000007,-0.39755803122577976,0.20503778676351087,0.3853532491812858,-1.028416498412179,4.0,0,0
4.0,0.09374999999999979,-0.154536908315477,-0.9630860262348204,-2.1249642045837107,-0.12738360836567672,2.0,0,0
1.0,-0.06250000000000039,0.0,0.41310750594491563,-0.26593526737956885,-0.42648778446086366,4.0,1,0
1.0,0.7500000000000023,-0.596015339196212,-0.37135983315789467,0.7707064983625693,-0.1270712432521272,4.0,0,0
1.0,0.43749999999999917,0.4039846608037881,0.021974110919724593,0.3853532491812858,-0.20747009123046853,4.0,1,0
1.0,0.43749999999999917,-1.4843212921644797,-0.5569850127028457,-0.8288972469257051,-0.6174042312814116,4.0,1,0
5.0,0.3749999999999997,0.4039846608037881,0.7962579574313663,0.5930977679977242,0.6370782486414711,4.0,1,0
1.0,0.7500000000000023,-1.3999108691867186,-1.1452231377078201,0.17760873036484975,0.6370782486414711,4.0,1,0
1.0,0.24999999999999878,-0.8079693216075776,-0.38230082873888566,-1.9610879255072986,-1.0084096880792954,4.0,0,0
1.0,0.09374999999999979,0.4039846608037881,-1.1888669309639284,0.08928219335013068,0.3772862987455642,2.0,1,0
2.0,-0.5937500000000002,0.19203067839242238,0.7813432869271714,0.7707064983625693,0.5735122155391363,4.0,1,0
1.0,-0.21875000000000017,-0.6095120136371462,0.2015345405570395,-0.08832653701471904,-0.8777317526609685,4.0,0,0
1.0,0.3749999999999997,0.01992330401894268,0.031422173683095266,-1.036641765742138,-1.6486056957975277,4.0,0,0
5.0,0.03124999999999961,0.4039846608037881,-1.1822961586472194,-0.29607105583115506,0.6370782486414711,4.0,1,0
1.0,-0.6250000000000003,-0.5983681771571525,1.1903320501885553,0.7707064983625693,0.6370782486414711,4.0,0,0
3.0,0.8750000000000012,-1.4843212921644797,0.197054843224767,0.7707064983625693,-0.26975661493939446,4.0,0,0
1.0,1.0000000000000002,0.01992330401894268,0.394799063302246,-1.815971840870798,-0.6500356120357634,4.0,0,0
1.0,-0.874999999999997,-0.3799875651677771,-1.1445577544757375,0.2077445188164361,0.36698626042696747,4.0,0,0
2.0,-0.37500000000000044,-1.2723673097531147,-1.9664524298562982,-0.05249181650610769,-0.4119728302290014,3.0,1,0
1.0,0.6874999999999996,-0.8038955299905093,-0.1815064368614164,-0.4736797861960048,0.3499643879642358,4.0,0,1
3.0,-0.18750000000000078,-0.7130584774347427,0.004009268615543489,0.5930977679977242,0.6370782486414711,4.0,1,0
3.0,-1.1874999999999976,-0.17210737437347995,0.41310750594491563,0.7707064983625693,0.1470244310782719,4.0,0,0
1.0,0.3749999999999997,-0.23894733129323456,-1.1675256708315123,-1.6058704647776005,0.380787608025274,1.0,1,0
1.0,0.49999999999999933,-0.22545065685230037,0.19324716843495746,-1.2530098613246665,-0.24542740250887216,4.0,1,0
1.0,0.062499999999999147,0.0,-0.19351600332595228,-0.5629619795461361,-1.2030728227602945,4.0,0,0
1.0,-0.9374999999999997,-0.8079693216075776,0.7815622350631578,0.06027157690317272,-1.0971312671855655,4.0,1,0
1.0,0.28125000000000017,-1.292290613772058,-0.200430375981151,-0.08755204576995719,-0.6214411120447714,2.0,1,0
